@relation 'datacenter_ai_environmental_waste_risk_v2-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Remove-R27-29-weka.filters.unsupervised.attribute.NumericToNominal-R16-weka.filters.unsupervised.attribute.RemoveUseless-M99.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute water_usage_effectiveness numeric
@attribute inlet_temperature_c numeric
@attribute gpu_utilization_percent numeric
@attribute job_status {success,failed,aborted,running}
@attribute rack_power_density_kw numeric
@attribute environmental_waste_risk_level {baixo,moderado,alto}

@data
0.190171,0.492188,0.391304,running,0.018261,moderado
0.25,0.765625,0.402174,success,0.18087,alto
0.07265,0.375,0.804348,success,0.086087,baixo
0.224359,0.382813,0.663043,success,0.063478,moderado
0.205128,0.492188,0.934783,success,0.163478,baixo
0.064103,0.390625,0.978261,success,0.064348,baixo
0.288462,0.578125,0.728261,aborted,0.170435,moderado
0.181624,0.382813,0.695652,success,0.053043,baixo
0.123932,0.507813,1,success,0.137391,baixo
0.25,0.398438,0.706522,success,0.087826,moderado
0.151709,0.414063,0.98913,success,0.16087,baixo
0.07265,0.21875,0.934783,success,0.109565,baixo
0.126068,0.21875,0.858696,success,0.061739,baixo
0.179487,0.492188,0.913043,success,0.19913,baixo
0.196581,0.445312,0.695652,success,0.067826,baixo
0.149573,0.28125,0.913043,running,0.1,baixo
0.151709,0.21875,0.532609,success,0.067826,moderado
0.089744,0.304688,0.673913,success,0.01913,moderado
0.352564,0.570313,0.75,success,0.222609,moderado
0.15812,0.453125,0.934783,success,0.164348,baixo
0.220085,0.34375,0.652174,success,0.098261,moderado
0.209858,0.492188,0.826087,success,0.062609,moderado
0.059829,0.234375,0.663043,success,0.051304,moderado
0.196581,0.414063,0.597826,success,0.109565,moderado
0.271368,0.726563,0.413043,success,0.730435,alto
0,0.1875,0.152174,success,0,baixo
0.064103,0.242188,0.532609,success,0,baixo
0.352564,0.601562,0.597826,success,0.232174,moderado
0.816239,0.609375,0.152174,aborted,0.347826,alto
0.094017,0.359375,0.641304,success,0.04087,moderado
0.064103,0.46875,0.847826,success,0.105217,baixo
0.194444,0.414063,0.456522,success,0.018261,moderado
0.106838,0.46875,0.695652,success,0.008696,moderado
0.198718,0.265625,0.48913,success,0.055652,moderado
0.314103,0.53125,0.26087,failed,0.426087,alto
0.038462,0.4375,0.923913,success,0.053043,baixo
0.149573,0.53125,0.413043,success,0.016522,moderado
0.25,0.546875,0.804348,success,0.374783,moderado
0.083333,0.414063,0.684783,success,0.015652,moderado
0.032051,0.242188,0.869565,success,0.105217,baixo
0.121795,0.28125,0.858696,success,0.070435,baixo
0.209858,0.351563,0.532609,success,0.046087,baixo
0.286325,0.554688,0.76087,success,0.154783,moderado
0.051282,0.289062,0.771739,success,0.050435,baixo
0.517094,0.609375,0.228261,aborted,0.177391,alto
0.226496,0.453125,0.51087,success,0.037391,moderado
0.403846,0.648438,0.728261,success,0.226957,moderado
0.356838,0.53125,0.206522,success,0.286957,alto
0.138889,0.40625,0.923913,success,0.208696,baixo
0.215812,0.34375,0.684783,success,0.292174,moderado
0.303419,0.492188,0.434783,aborted,0.226087,alto
0.192308,0.570313,0.217391,failed,0.478261,alto
0.094017,0.28125,0.576087,success,0.021739,baixo
0.50641,0.882813,0.467391,aborted,0.930435,alto
0.209858,0.492188,0.173913,running,0.295652,alto
0.17735,0.40625,0.641304,success,0.038261,moderado
0.053419,0.054687,0.043478,success,0,baixo
0.143162,0.507813,0.51087,success,0.048696,moderado
0.202991,0.335938,0.76087,success,0.047826,baixo
0.134615,0.335938,0.923913,success,0.006957,baixo
0.132479,0.523437,0.815217,success,0.12,baixo
0.196581,0.335938,0.717391,success,0.071304,baixo
0.190171,0.570313,0.695652,success,0.14,moderado
0.24359,0.492188,0.336957,running,0.252174,alto
0.517094,0.609375,0.206522,aborted,0.504348,alto
0.314103,0.570313,0.815217,running,0.09913,moderado
0.42094,0.570313,0.217391,aborted,0.145217,alto
0.132479,0.523437,0.717391,success,0.127826,moderado
0.301282,0.460938,0.641304,success,0.122609,moderado
0.356838,0.492188,0.391304,running,0.234783,alto
0.24359,0.921875,0.543478,success,0.930435,alto
0.33547,0.648438,0.141304,success,0.617391,alto
0.559829,0.960938,0.456522,aborted,0.947826,alto
0.232906,0.492188,0.73913,success,0.125217,moderado
0.104701,0.445312,0.913043,success,0.083478,baixo
0.008547,0.234375,0.097826,success,0,baixo
0.130342,0.335938,0.717391,success,0.011304,baixo
0.239316,0.609375,0.336957,success,0.582609,alto
0.151709,0.46875,0.684783,success,0.057391,baixo
0.047009,0.210937,0.119565,success,0,baixo
0.064103,0.125,0.586957,success,0.03913,baixo
0.226496,0.40625,0.608696,success,0.084348,moderado
0.252137,0.460938,0.086957,running,0.044348,moderado
0.273504,0.578125,0.467391,success,0.029565,moderado
0.047009,0.140625,0.51087,success,0.035652,baixo
0.098291,0.304688,0.586957,success,0.033043,baixo
0.119658,0.179688,0.891304,success,0.049565,baixo
0.275641,0.390625,0.717391,success,0.063478,moderado
0.205128,0.53125,0.880435,success,0.197391,baixo
0.115385,0.375,0.51087,success,0.027826,moderado
0.228632,0.492188,0.347826,success,0.252174,alto
0.25,0.429688,0.793478,success,0.065217,moderado
0.089744,0.3125,0.956522,success,0.171304,baixo
0.452991,0.804688,0.358696,failed,0.643478,alto
0.40812,0.65625,0.521739,success,0.147826,moderado
0.260684,0.304688,0.48913,running,0.137391,moderado
0.452991,0.804688,0.445652,running,0.265217,alto
0.070513,0.289062,0.108696,success,0,baixo
0.346154,0.921875,0.293478,running,0.12087,alto
0.192308,0.28125,0.728261,success,0.22087,moderado
0.222222,0.523437,0.641304,running,0.294783,moderado
0.24359,0.375,0.75,success,0.04,moderado
0.200855,0.320313,0.826087,success,0.106957,baixo
0.346154,0.6875,0.402174,running,0.652174,alto
0.200855,0.429688,0.869565,success,0.053913,baixo
0.15812,0.429688,0.652174,success,0.044348,moderado
0.730769,0.367187,0.565217,success,0.091304,baixo
0.209858,0,0.086957,success,0,baixo
0.209858,0.804688,0.108696,failed,0.73913,alto
0.200855,0.453125,0.75,success,0.06,baixo
0.42735,0.5625,0.652174,failed,0.215652,moderado
0.209858,0.328125,0.782609,success,0.055652,baixo
0.115385,0.265625,0.728261,success,0.021739,baixo
0.053419,0.414063,0.902174,success,0.06,baixo
0.145299,0.4375,0.76087,success,0.090435,moderado
0.094017,0.390625,0.75,success,0.053043,moderado
0.108974,0.234375,0.826087,success,0.112174,moderado
0.17735,0.304688,0.815217,aborted,0.184348,moderado
0.070513,0.289062,0.478261,success,0.024348,baixo
0.241453,0.523437,0.76087,success,0.22,moderado
0.106838,0.4375,0.836957,success,0.383478,moderado
0.096154,0.398438,0.836957,success,0.012174,baixo
0.232906,0.46875,0.478261,success,0.026087,moderado
0.350427,0.414063,0.565217,failed,0.406957,moderado
0.463675,0.84375,0.336957,aborted,0.913043,alto
0.384615,0.664063,0.5,success,0.223478,moderado
0.931624,0.492188,0.565217,success,0.050435,moderado
0.044872,0.03125,0.130435,success,0,baixo
0.452991,0.570313,0.163043,success,0.33913,alto
0.160256,0.507813,0.98913,success,0.154783,baixo
0.252137,0.429688,0.5,running,0.063478,moderado
0.117521,0.367187,0.880435,success,0.076522,baixo
0.209858,0.242188,0.554348,success,0.046957,baixo
0.002137,0.28125,0.141304,success,0,baixo
0.130342,0.398438,0.891304,success,0.041739,baixo
0.196581,0.390625,0.728261,success,0.047826,baixo
0.168803,0.304688,0.554348,success,0.017391,moderado
0.138889,0.515625,0.956522,success,0.206087,baixo
0.209858,0.53125,0.934783,success,0.089565,baixo
0.217949,0.453125,0.347826,failed,0.252174,alto
0.538462,0.921875,0.5,failed,0.20087,alto
0.111111,0.53125,0.847826,success,0.101739,baixo
0.209858,0.804688,0.478261,aborted,0.878261,alto
0.324786,0.5625,0.73913,success,0.113043,moderado
0.136752,0.445312,0.782609,success,0.084348,baixo
0.057692,0.265625,0.695652,success,0,baixo
0.209858,0.390625,0.565217,success,0.090435,moderado
0.356838,0.6875,0.391304,failed,0.273913,alto
0.438034,0.5625,0.554348,success,0.170435,moderado
0.316239,0.6875,0.402174,running,0.229565,alto
0.324786,0.726563,0.402174,success,0.261739,alto
0.33547,0.609375,0.369565,running,0.582609,alto
0.047009,0.015625,0.097826,success,0,baixo
0.064103,0.289062,0.5,success,0.013043,moderado
0.260684,0.765625,0.445652,success,0.782609,alto
