@relation datacenter_ai_environmental_waste_risk_v2-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Remove-R27-29-weka.filters.unsupervised.attribute.NumericToNominal-R16-weka.filters.unsupervised.attribute.RemoveUseless-M99.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute active_power_w numeric
@attribute energy_consumption_kwh numeric
@attribute water_usage_effectiveness numeric
@attribute carbon_intensity_gco2_kwh numeric
@attribute inlet_temperature_c numeric
@attribute exhaust_temperature_c numeric
@attribute delta_t_c numeric
@attribute fan_speed_rpm numeric
@attribute cooling_method {air,liquid,immersion,hybrid}
@attribute cpu_utilization_percent numeric
@attribute memory_utilization_percent numeric
@attribute gpu_power_w numeric
@attribute gpu_utilization_percent numeric
@attribute gpu_temperature_c numeric
@attribute gpu_core_frequency_mhz numeric
@attribute num_gpus {1,2,4,8,16}
@attribute ai_workload_type {training,inference,fine_tuning,idle}
@attribute batch_size numeric
@attribute num_epochs numeric
@attribute model_parameter_size_million numeric
@attribute training_samples numeric
@attribute job_duration_hours numeric
@attribute job_status {success,failed,aborted,running}
@attribute rack_power_density_kw numeric
@attribute gpu_sharing_mode {full_gpu,temporal_sharing,mig,none}
@attribute power_cap_w numeric
@attribute environmental_waste_risk_level {baixo,moderado,alto}

@data
0.286731,0.287719,0.162393,0.522262,0.3125,0.473029,0.543956,0.460411,hybrid,0.638554,0.675,0.34895,0.597826,0.603175,0.630899,4,inference,0.124573,0,0.033191,0.045044,0.022431,success,0.05913,temporal_sharing,0.377778,baixo
0.290685,0.29386,0.038462,0.251504,0.179688,0.309129,0.373626,0.486944,hybrid,0.807229,0.7,0.476575,0.913043,0.746032,0.734971,4,fine_tuning,0.249634,0.060403,0.0183,0.013017,0.062429,success,0.053043,mig,0.370723,baixo
0.462654,0.457018,0.222222,0.416366,0.53125,0.620332,0.662088,0.556506,hybrid,0.662651,0.825,0.631664,0.728261,0.761905,0.609567,8,fine_tuning,0.249634,0.134228,0.089184,0.162434,0.102967,success,0.073913,full_gpu,0.629189,baixo
0.417399,0.420175,0.50641,0.38452,0.53125,0.626556,0.67033,0.586899,hybrid,0.216867,0.3375,0.523425,0.184783,0.68254,0.361991,4,idle,0.000489,0,0.000413,0.000162,0.020215,running,0.304348,temporal_sharing,0.559083,alto
0.164499,0.164035,0.100427,0.160048,0.210937,0.348548,0.414835,0.28022,hybrid,0.506024,0.775,0.533118,0.880435,0.793651,0.578539,2,fine_tuning,0.030777,0.033557,0.039773,0.036927,0.017242,running,0.02087,full_gpu,0.216226,baixo
0.443849,0.441228,0.168803,0.345367,0.429688,0.614108,0.68956,0.551687,hybrid,0.855422,0.8875,0.701131,0.815217,0.84127,0.871364,8,fine_tuning,0.249634,0.04698,0.11811,0.123563,0.067834,success,0.108696,full_gpu,0.603527,baixo
0.294288,0.29386,0.134615,0.423586,0.359375,0.446058,0.491758,0.503885,hybrid,0.795181,0.6125,0.675283,0.728261,0.761905,0.810601,4,fine_tuning,0.124573,0.201342,0.185628,0.176522,0.07659,success,0.047826,full_gpu,0.376631,moderado
0.217399,0.22193,0.074786,0.239471,0.226563,0.261411,0.293956,0.270139,hybrid,0.638554,0.75,0.549273,0.717391,0.68254,0.745314,4,fine_tuning,0.374695,0.060403,0.207397,0.12418,0.043241,success,0.042609,full_gpu,0.293474,moderado
0.675747,0.668421,0.188034,0.385078,0.25,0.551867,0.67033,0.516622,hybrid,0.795181,0.6875,0.830372,0.782609,0.825397,0.69554,8,training,0.249634,0.255034,0.870615,0.784008,0.62775,success,0.090435,temporal_sharing,0.760141,moderado
0.43304,0.434211,0.128205,0.249097,0.492188,0.533195,0.478022,0.332842,immersion,0.686747,0.75,0.634895,0.782609,0.777778,0.795734,4,training,0.499756,0.261745,0.267374,0.639126,0.159775,success,0.041739,full_gpu,0.563933,baixo
0.405097,0.407895,0.209858,0.394705,0.453125,0.616183,0.684066,0.483623,liquid,0.228916,0.3625,0.531502,0.206522,0.698413,0.387847,4,idle,0.00342,0,0.00093,0.000223,0.023999,failed,0.304348,mig,0.550265,alto
0.240773,0.235965,0.277778,0.163658,0.21875,0.564315,0.697802,0.541408,air,0.60241,0.7875,0.483037,0.608696,0.603175,0.541694,2,fine_tuning,0.030777,0.147651,0.018138,0.115249,0.128696,success,0.016522,temporal_sharing,0.350794,moderado
0.428822,0.430702,0.209858,0.490975,0.53125,0.778008,0.656593,0.809531,air,0.289157,0.4125,0.547658,0.26087,0.698413,0.381383,8,idle,0.00342,0,0.00093,0.000295,0.026161,success,0.815652,temporal_sharing,0.594356,alto
0.435325,0.430702,0.155983,0.383875,0.53125,0.609959,0.648352,0.559703,air,0.614458,0.7125,0.689822,0.684783,0.761905,0.592114,4,fine_tuning,0.249634,0.087248,0.187946,0.070417,0.0567,success,0.05913,full_gpu,0.562257,moderado
0.768893,0.77193,0.399573,0.659446,0.726563,0.813278,0.848901,0.704928,liquid,0.445783,0.6375,0.814216,0.369565,0.857143,0.568843,16,inference,0.030777,0,0.029413,0.015314,0.039674,failed,0.747826,temporal_sharing,0.964727,alto
0.131986,0.130702,0.017094,0.074609,0.15625,0.205394,0.244505,0.227747,air,0.506024,0.4375,0.231018,0.836957,0.396825,0.599224,4,inference,0.030777,0,0.003232,0.011738,0.009837,success,0.026087,temporal_sharing,0.157672,baixo
0.250264,0.255263,0.138889,0.548736,0.476563,0.479253,0.494505,0.456723,liquid,0.373494,0.6,0.47496,0.5,0.555556,0.502262,2,inference,0.062042,0,0.049897,0.023383,0.028269,success,0.031304,temporal_sharing,0.289418,moderado
0.298243,0.3,0.162393,0.38452,0.359375,0.371369,0.392857,0.317006,air,0.481928,0.65,0.426494,0.597826,0.650794,0.676147,4,inference,0.249634,0,0.036895,0.043251,0.010324,success,0.050435,full_gpu,0.379189,baixo
0.783831,0.660526,0.346154,0.527076,0.6875,0.751037,0.78022,0.626242,air,0.457831,0.5875,0.053312,0.163043,0.825397,0.510666,8,inference,0.062042,0,0.019082,0.012245,0.029404,success,0.652174,mig,0.858907,alto
0.16529,0.163158,0.209858,0.133574,0.265625,0.365145,0.417582,0.320989,hybrid,0.855422,0.575,0.298869,0.847826,0.539683,0.775048,4,fine_tuning,0.124573,0.040268,0.026225,0.023424,0.070266,success,0.02,temporal_sharing,0.242857,baixo
0.244815,0.245614,0.160256,0.54272,0.445312,0.462656,0.483516,0.486944,liquid,0.710843,0.65,0.327948,0.75,0.587302,0.670976,4,inference,0.062042,0,0.061128,0.013997,0.027296,success,0.075652,temporal_sharing,0.314727,moderado
0.608084,0.610526,0.356838,0.575211,0.609375,0.709544,0.752747,0.636078,liquid,0.445783,0.575,0.709208,0.391304,0.793651,0.504202,8,fine_tuning,0.124573,0.161074,0.112059,0.098186,0.296957,running,0.608696,temporal_sharing,0.78836,alto
0.704745,0.708772,0.59188,0.821901,0.84375,0.865145,0.876374,0.832792,hybrid,0.493976,0.6125,0.798061,0.380435,0.888889,0.562379,8,fine_tuning,0.249634,0.228188,0.176995,0.173896,0.388844,failed,0.669565,full_gpu,0.89418,alto
0.692355,0.685965,0.326923,0.398315,0.671875,0.626556,0.620879,0.606275,liquid,0.746988,0.8125,0.772213,0.728261,0.873016,0.703943,16,training,0.124573,0.684564,0.613188,0.441823,0.484839,success,0.24087,full_gpu,1,moderado
0.431019,0.428947,0.094017,0.271961,0.453125,0.628631,0.700549,0.487902,liquid,0.783133,0.8625,0.74475,0.771739,0.873016,0.839043,4,fine_tuning,0.249634,0.114094,0.20418,0.04316,0.082752,success,0.049565,full_gpu,0.548589,baixo
0.613445,0.620175,0.036325,0.095066,0.382813,0.462656,0.505495,0.513229,immersion,0.915663,0.925,0.781906,0.880435,0.904762,0.882999,8,training,0.499756,0.402685,0.23988,0.707363,0.288525,success,0.086957,full_gpu,0.797531,baixo
0.196485,0.191228,0.106838,0.320096,0.328125,0.342324,0.365385,0.358021,air,0.445783,0.5375,0.361874,0.554348,0.555556,0.420814,2,inference,0.124573,0,0.044821,0.050374,0.020485,success,0.328696,temporal_sharing,0.255908,moderado
0.453427,0.45614,0.196581,0.310469,0.53125,0.626556,0.67033,0.483623,liquid,0.325301,0.4625,0.563813,0.282609,0.714286,0.40724,8,idle,0.001466,0,0.001225,0.000418,0.028323,running,0.434783,full_gpu,0.62963,alto
0.918278,0.92193,0.549145,0.876053,0.921875,0.958506,0.972527,0.955739,air,0.590361,0.6875,0.951535,0.48913,0.984127,0.678733,16,training,0.374695,0.832215,0.767322,0.849149,0.864494,success,0.236522,full_gpu,1,alto
0.432337,0.435965,0.378205,0.659446,0.492188,0.636929,0.67033,0.596735,air,0.192771,0.3125,0.547658,0.184783,0.68254,0.361991,4,idle,0.000489,0,0.000339,0.000142,0.020756,failed,0.321739,temporal_sharing,0.585538,alto
0.288664,0.283333,0.089744,0.239471,0.210937,0.458506,0.56044,0.389102,liquid,0.698795,0.775,0.479806,0.836957,0.666667,0.698125,4,fine_tuning,0.124573,0.040268,0.012294,0.017985,0.016215,success,0.029565,full_gpu,0.394356,baixo
0.363445,0.366667,0.196581,0.286402,0.453125,0.582988,0.64011,0.403118,hybrid,0.783133,0.7125,0.542811,0.608696,0.679474,0.65223,4,fine_tuning,0.249634,0.080537,0.216458,0.157146,0.159343,success,0.414783,full_gpu,0.462875,moderado
0.037873,0.037719,0.087607,0.425993,0.101563,0.1639,0.208791,0.270335,air,0.240964,0.125,0.12601,0.076087,0.095238,0.33872,2,idle,0.001466,0,0.00152,0.000412,0.000919,success,0,none,0.064462,baixo
0.506766,0.507895,0.07265,0.38452,0.414063,0.543568,0.56044,0.39343,liquid,0.951807,0.8875,0.568659,0.826087,0.746032,0.809955,8,training,0.499756,0.530201,0.246063,0.31843,0.228474,success,0.095652,full_gpu,0.641887,baixo
0.027592,0.028947,0.051282,0.21059,0.148438,0.022822,0.005495,0.088276,air,0.192771,0.125,0.087237,0.065217,0.111111,0.062056,1,idle,0,0,0.001446,0.000757,0.001297,success,0,none,0.052557,baixo
0.538664,0.542982,0.207265,0.322503,0.570313,0.647303,0.684066,0.486944,hybrid,0.361446,0.5375,0.652666,0.282609,0.746032,0.455721,8,inference,0.030777,0,0.010227,0.006618,0.419545,failed,0.232174,full_gpu,0.726631,alto
0.190685,0.188596,0.17094,0.381468,0.351563,0.371369,0.395604,0.966165,hybrid,0.120482,0.625,0.397415,0.315217,0.52381,0.514544,4,inference,0.062042,0,0.045042,0.0503,0.005729,success,0.036522,full_gpu,0.273986,moderado
0.310808,0.311404,0.17735,0.308063,0.320313,0.526971,0.612637,0.495967,hybrid,0.518072,0.6375,0.394184,0.532609,0.619048,0.550097,4,inference,0.062042,0,0.086985,0.021294,0.007621,success,0.04,temporal_sharing,0.376543,baixo
0.196309,0.202632,0.113248,0.129964,0.28125,0.497925,0.587912,0.355857,hybrid,0.566265,0.8875,0.444265,0.826087,0.68254,0.705236,4,fine_tuning,0.030777,0.087248,0.128131,0.089711,0.07432,success,0.035652,full_gpu,0.266138,moderado
0.817223,0.819298,0.200855,0.298436,0.765625,0.854772,0.89011,0.665585,air,0.542169,0.65,0.846527,0.456522,0.888889,0.585003,16,fine_tuning,0.249634,0.275168,0.221269,0.225052,0.743419,failed,0.843478,mig,1,alto
0.249297,0.250877,0.155983,0.23586,0.453125,0.454357,0.46978,0.342382,air,0.590361,0.8625,0.42811,0.663043,0.68254,0.629606,8,inference,0.249634,0,0.022565,0.013378,0.006054,success,0.102609,full_gpu,0.335891,baixo
0.238928,0.240351,0.117521,0.374248,0.367187,0.414938,0.519231,0.479837,hybrid,0.518072,0.6875,0.38126,0.771739,0.571429,0.571429,4,inference,0.062042,0,0.057557,0.028726,0.011189,success,0.053913,temporal_sharing,0.285979,baixo
0.743409,0.746491,0.224359,0.394705,0.765625,0.834025,0.862637,0.486944,air,0.385542,0.55,0.773829,0.347826,0.84127,0.513898,16,inference,0.030777,0,0.013179,0.007129,0.02562,failed,0.791304,mig,0.955908,alto
0.52478,0.527193,0.147436,0.298436,0.40625,0.425311,0.447802,0.508754,liquid,0.831325,0.725,0.764136,0.728261,0.84127,0.778281,8,fine_tuning,0.124573,0.127517,0.052598,0.126813,0.115723,success,0.097391,mig,0.627072,moderado
0.189455,0.182456,0.232906,0.540313,0.46875,0.526971,0.56044,0.434051,hybrid,0.39759,0.5375,0.457189,0.51087,0.571429,0.489981,2,inference,0.249634,0,0.079827,0.020977,0.018972,success,0.023478,temporal_sharing,0.288801,moderado
0.607469,0.600877,0.284188,0.393502,0.609375,0.748963,0.804945,0.569637,liquid,0.722892,0.85,0.743134,0.717391,0.84127,0.707175,8,training,0.499756,0.85906,0.289718,0.185732,0.565861,aborted,0.153913,full_gpu,0.795679,moderado
0.567135,0.572807,0.104701,0.226233,0.507813,0.526971,0.546703,0.541949,immersion,0.807229,0.9625,0.73021,0.945652,0.825397,0.842922,16,training,0.499756,0.557047,0.801502,0.972002,0.382412,success,0.197391,full_gpu,0.701058,baixo
0.200791,0.192982,0.138889,0.534296,0.546875,0.477178,0.467033,0.402774,air,0.506024,0.675,0.221325,0.619565,0.492063,0.530705,4,inference,0.030777,0,0.017164,0.041131,0.013405,success,0.076522,temporal_sharing,0.294004,moderado
0.392882,0.396491,0.132479,0.38452,0.53125,0.539419,0.554945,0.566342,air,0.614458,0.925,0.491115,0.75,0.714286,0.776988,4,fine_tuning,0.187103,0.120805,0.070411,0.122617,0.130804,success,0.062609,full_gpu,0.470811,baixo
0.04877,0.048246,0.136752,0.327316,0.179688,0.112033,0.112637,0.229812,air,0.156627,0.075,0.075929,0.25,0.047619,0.353588,1,idle,0,0,0.000015,0.000265,0.001459,success,0,mig,0.065256,baixo
0.737961,0.733333,0.40812,0.659446,0.679687,0.711618,0.730769,0.705813,liquid,0.674699,0.725,0.773829,0.532609,0.857143,0.742728,16,training,1,0.52349,0.183798,0.456823,0.281066,success,0.191304,full_gpu,1,moderado
0.098243,0.102632,0.100427,0.286402,0.429688,0.541494,0.593407,0.313711,air,0.325301,0.3875,0.352181,0.347826,0.460317,0.433743,2,idle,0.007328,0,0.002125,0.000559,0.003621,success,0.010435,temporal_sharing,0.17134,moderado
0.132425,0.131579,0.07265,0.115523,0.265625,0.228216,0.236264,0.126783,air,0.385542,0.375,0.163166,0.021739,0.396825,0.630252,2,inference,0.007328,0,0.004368,0.007107,0.001567,success,0.011304,full_gpu,0.152116,baixo
0.23471,0.234211,0.094017,0.487365,0.289062,0.379668,0.428571,0.453821,liquid,0.53012,0.6375,0.329564,0.619565,0.603175,0.509373,4,inference,0.249634,0,0.083295,0.040423,0.012162,success,0.063478,full_gpu,0.323192,baixo
0.300791,0.303509,0.113248,0.371841,0.375,0.466805,0.513736,0.338399,liquid,0.542169,0.5875,0.282714,0.586957,0.492063,0.543633,4,inference,0.062042,0,0.028646,0.021077,0.011675,success,0.053913,temporal_sharing,0.400265,baixo
0.36652,0.359649,0.141026,0.421179,0.445312,0.485477,0.513736,0.393774,liquid,0.60241,0.7625,0.471729,0.793478,0.634921,0.667098,4,fine_tuning,0.187103,0.067114,0.121844,0.102995,0.150154,success,0.42,full_gpu,0.427072,moderado
0.278735,0.251754,0.205128,0.507822,0.398438,0.483402,0.527473,0.522573,air,0.457831,0.6,0.502423,0.5,0.634921,0.402069,4,inference,0.124573,0,0.085583,0.025938,0.006,success,0.072174,temporal_sharing,0.421517,moderado
0.415993,0.411404,0.119658,0.219013,0.289062,0.551867,0.656593,0.878873,hybrid,0.879518,0.75,0.499192,0.880435,0.888889,0.83969,8,training,0.249634,0.516779,0.429183,0.347068,0.221393,success,0.068696,full_gpu,0.561728,baixo
0.743497,0.755263,0.333333,0.951865,0.632813,0.647303,0.662088,0.767286,hybrid,0.819277,0.825,0.864297,0.717391,0.888889,0.8468,16,training,0.249634,0.52349,0.912691,0.753266,0.465921,success,0.231304,full_gpu,1,moderado
0.110457,0.108772,0.141026,0.480144,0.304688,0.462656,0.532967,0.251156,air,0.542169,0.5,0.245557,0.576087,0.412698,0.507434,2,inference,0.062042,0,0.026152,0.034466,0.004216,success,0.031304,mig,0.141623,moderado
0.761863,0.759649,0.339744,0.351384,0.554688,0.589212,0.612637,0.660372,hybrid,0.686747,0.8875,0.759289,0.597826,0.825397,0.789916,16,training,0.374695,0.758389,0.887129,0.918906,0.290957,running,0.188696,full_gpu,1,moderado
0.211951,0.214035,0.143162,0.4284,0.359375,0.454357,0.502747,0.433166,air,0.493976,0.525,0.319871,0.543478,0.507937,0.626374,4,inference,0.062042,0,0.020573,0.046139,0.01481,success,0.046957,temporal_sharing,0.271605,baixo
0.362654,0.357895,0.143162,0.33213,0.40625,0.553942,0.618132,0.515442,liquid,0.686747,0.7875,0.520194,0.934783,0.68254,0.61086,4,fine_tuning,0.187103,0.09396,0.116723,0.118368,0.1521,success,0.042609,full_gpu,0.449735,baixo
0.222496,0.218421,0.098291,0.456077,0.265625,0.487552,0.57967,0.421855,hybrid,0.60241,0.6375,0.557351,0.815217,0.698413,0.775695,4,fine_tuning,0.187103,0.214765,0.211426,0.115726,0.106319,success,0.389565,mig,0.251764,moderado
0.219508,0.218421,0.237179,0.618532,0.546875,0.587137,0.612637,0.369627,hybrid,0.373494,0.7,0.327948,0.434783,0.492063,0.402715,2,inference,0.062042,0,0.030328,0.034616,0.012053,success,0.029565,mig,0.301499,moderado
0.94464,0.949123,0.570513,0.90012,0.960938,0.979253,0.986264,0.960657,air,0.60241,0.7125,0.96769,0.48913,0.984127,0.672269,16,training,0.374695,0.798658,0.70829,0.777531,0.756392,aborted,0.982609,full_gpu,1,alto
0.922671,0.916667,0.517094,0.815884,0.921875,0.958506,0.972527,1,air,0.590361,0.7,0.951535,0.478261,0.968254,0.659341,16,training,0.374695,0.798658,0.70829,0.757069,0.783417,success,0.965217,full_gpu,1,alto
0.777065,0.769298,0.303419,0.32491,0.6875,0.686722,0.695055,0.712354,hybrid,0.554217,0.675,0.964459,0.543478,0.793651,0.809308,16,training,0.124573,0.885906,0.676146,0.89664,0.494514,success,0.256522,full_gpu,1,moderado
0.202988,0.20614,0.055556,0.300842,0.203125,0.423237,0.516484,0.28504,liquid,0.674699,0.6875,0.415186,0.684783,0.68254,0.638009,2,fine_tuning,0.124573,0.100671,0.020839,0.081346,0.032485,success,0.016522,temporal_sharing,0.261287,baixo
0.158787,0.15614,0.089744,0.108303,0.226563,0.294606,0.337912,0.290745,hybrid,0.409639,0.375,0.258481,0.641304,0.460317,0.443439,4,inference,0.062042,0,0.00704,0.018174,0.01027,success,0.026087,mig,0.23448,baixo
0.306766,0.307895,0.119658,0.034898,0.328125,0.485477,0.554945,0.381184,air,0.807229,0.8625,0.688207,0.76087,0.809524,0.61797,4,fine_tuning,0.030777,0.080537,0.085642,0.047319,0.026972,success,0.029565,temporal_sharing,0.397443,baixo
0.599297,0.603509,0.264957,0.551143,0.6875,0.73029,0.752747,0.739353,air,0.373494,0.45,0.676898,0.293478,0.809524,0.471881,8,inference,0.030777,0,0.013179,0.008153,0.027782,success,0.652174,temporal_sharing,0.770723,alto
0.949033,0.952632,0.517094,0.803851,0.960938,0.96888,0.972527,0.93115,air,0.626506,0.75,0.96769,0.51087,0.84127,0.672269,16,training,0.499756,0.765101,0.693531,0.757069,0.729366,aborted,0.982609,full_gpu,1,alto
0.307469,0.313158,0.269231,0.146811,0.539063,0.680498,0.739011,0.458493,air,0.506024,0.5375,0.46042,0.565217,0.679474,0.493213,4,inference,0.124573,0,0.039611,0.015815,0.027188,success,0.072174,mig,0.376896,moderado
0.448155,0.449123,0.160256,0.459687,0.34375,0.493776,0.56044,0.556949,hybrid,0.771084,0.7125,0.541195,0.826087,0.730159,0.613445,4,fine_tuning,0.249634,0.067114,0.115527,0.139936,0.061402,success,0.045217,full_gpu,0.548942,baixo
0.218541,0.214912,0.155983,0.241877,0.234375,0.379668,0.447802,0.363824,hybrid,0.493976,0.6875,0.533118,0.445652,0.634921,0.462185,4,inference,0.249634,0,0.025989,0.045533,0.022107,success,0.063478,temporal_sharing,0.289153,moderado
0.736907,0.746491,0.143162,0.429603,0.3125,0.591286,0.700549,0.572637,liquid,0.987952,0.9125,0.959612,0.956522,0.888889,0.870071,16,training,0.249634,0.395973,0.534999,0.77992,0.445111,success,0.207826,full_gpu,0.948501,baixo
0.842179,0.836842,0.423077,0.374248,0.390625,0.676349,0.785714,0.75027,hybrid,0.759036,0.7625,0.87399,0.684783,0.679474,0.832579,16,training,0.749878,0.248322,0.746941,0.363159,0.570131,success,0.394783,full_gpu,1,moderado
0.232425,0.226316,0.087607,0.293622,0.476563,0.545643,0.582418,0.360628,liquid,0.819277,0.85,0.552504,0.695652,0.68254,0.749192,4,fine_tuning,0.124573,0.09396,0.216016,0.049504,0.06524,success,0.046957,full_gpu,0.334921,moderado
0.446397,0.449123,0.185897,0.298436,0.53125,0.616183,0.656593,0.903511,liquid,0.313253,0.4125,0.555735,0.26087,0.698413,0.387847,8,idle,0.001466,0,0.001151,0.000387,0.027782,failed,0.426087,full_gpu,0.611993,alto
0.595343,0.591228,0.361111,0.448857,0.609375,0.639004,0.659341,0.624225,hybrid,0.638554,0.55,0.691438,0.532609,0.777778,0.714932,8,training,0.124573,0.583893,0.348603,0.347144,0.101562,failed,0.127826,temporal_sharing,0.800882,moderado
0.622144,0.627193,0.277778,0.298436,0.648438,0.576763,0.563187,0.983869,hybrid,0.361446,0.5125,0.725363,0.315217,0.825397,0.510666,8,inference,0.062042,0,0.030889,0.018384,0.032106,success,0.6,temporal_sharing,0.814815,alto
0.671353,0.674561,0.378205,0.569194,0.6875,0.771784,0.807692,0.665585,immersion,0.638554,0.725,0.757674,0.521739,0.84127,0.633484,8,training,0.249634,0.530201,0.280302,0.368287,0.621264,running,0.634783,full_gpu,0.84127,alto
0.514938,0.519298,0.495726,0.38452,0.53125,0.647303,0.684066,0.60657,hybrid,0.228916,0.325,0.596123,0.195652,0.730159,0.381383,8,idle,0.001466,0,0.000782,0.000254,0.022918,running,0.495652,temporal_sharing,0.68254,alto
0.265202,0.265789,0.059829,0.113117,0.164063,0.446058,0.56044,0.276335,hybrid,0.795181,0.575,0.596123,0.652174,0.698413,0.78927,4,fine_tuning,0.249634,0.107383,0.059298,0.077479,0.061456,success,0.041739,full_gpu,0.345767,baixo
0.837786,0.839474,0.094017,0.33935,0.492188,0.516598,0.510989,0.486673,hybrid,0.891566,0.9125,0.793215,0.836957,0.761905,0.928248,16,training,0.499756,0.724832,0.44124,0.867395,0.339279,success,0.20087,full_gpu,1,baixo
0.290246,0.285088,0.160256,0.303249,0.445312,0.545643,0.593407,0.408036,air,0.650602,0.65,0.458805,0.728261,0.619048,0.605042,4,fine_tuning,0.249634,0.100671,0.211573,0.042095,0.116913,success,0.031304,temporal_sharing,0.414462,moderado
0.785589,0.789474,0.42094,0.677497,0.804688,0.844398,0.862637,0.734435,air,0.506024,0.5875,0.806139,0.423913,0.873016,0.555915,16,fine_tuning,0.187103,0.181208,0.13272,0.132972,0.378034,aborted,0.791304,temporal_sharing,0.982363,alto
0.824253,0.826316,0.299145,0.412756,0.882813,0.896266,0.903846,0.009098,hybrid,0.518072,0.625,0.846527,0.467391,0.904762,0.630252,16,training,0.249634,0.637584,0.265544,0.419443,0.637479,aborted,0.852174,temporal_sharing,1,alto
0.578471,0.580702,0.102564,0.471721,0.335938,0.572614,0.667582,0.53895,liquid,0.73494,0.85,0.932149,0.967391,0.825397,0.973497,8,training,0.749878,0.85906,0.254948,0.404371,0.336847,success,0.104348,full_gpu,0.759436,baixo
0.052636,0.057018,0.155983,0.619735,0.484375,0.66805,0.741758,0.283073,air,0.096386,0.5125,0.088853,0.282609,0.679474,0.294764,2,idle,0.001466,0,0.001874,0.000216,0.011999,success,0.026957,none,0.102028,moderado
0.422056,0.427193,0.051282,0.150421,0.445312,0.576763,0.634615,0.486944,hybrid,0.698795,0.8875,0.61874,0.978261,0.714286,0.742081,8,training,0.374695,0.61745,0.113594,0.616429,0.250635,success,0.061739,full_gpu,0.552116,baixo
0.128647,0.126316,0.055556,0.044525,0.164063,0.207469,0.244505,0.11375,air,0.542169,0.525,0.15832,0,0.365079,0.254686,2,inference,0.030777,0,0.021503,0.007465,0.008054,success,0.004348,full_gpu,0.178042,baixo
0.630931,0.627193,0.188034,0.578821,0.375,0.628631,0.728022,0.489869,liquid,0.843373,0.8,0.945073,0.847826,0.888889,0.777634,8,training,0.374695,0.644295,0.570906,1,0.340306,success,0.113043,full_gpu,0.881746,baixo
0.867399,0.859649,0.376068,0.578821,0.570313,0.672199,0.717033,0.704387,immersion,0.795181,0.85,0.82391,0.673913,0.873016,0.61086,16,training,1,0.422819,0.474594,0.257097,0.478461,success,0.190435,full_gpu,1,moderado
0.116872,0.115789,0.100427,0.22503,0.3125,0.294606,0.307692,0.16229,hybrid,0.506024,0.4375,0.168013,0.728261,0.444444,0.671622,2,inference,0.124573,0,0.008752,0.005354,0.012486,success,0.01913,mig,0.146032,baixo
0.984183,0.970175,0.209858,0.582431,0.460938,0.636929,0.708791,0.578194,hybrid,0.951807,0.9625,0.843296,0.945652,0.777778,0.902392,16,training,0.749878,0.315436,0.872622,0.5948,0.286309,success,0.218261,full_gpu,1,baixo
0.616696,0.62193,0.147436,0.276775,0.265625,0.466805,0.552198,0.55808,hybrid,0.891566,0.8375,0.655897,0.945652,0.68254,0.883646,8,training,0.249634,0.268456,0.466373,0.813027,0.262418,success,0.094783,full_gpu,0.742152,baixo
0.206151,0.2,0.081197,0.141998,0.390625,0.369295,0.379121,0.218157,hybrid,0.445783,0.5,0.410339,0.48913,0.507937,0.427925,2,inference,0.007328,0,0.02745,0.008231,0.015945,success,0.04087,temporal_sharing,0.27284,moderado
0.681019,0.685965,0.198718,0.23586,0.53125,0.639004,0.686813,0.488836,hybrid,0.915663,0.9375,0.867528,0.913043,0.873016,0.819005,16,training,0.499756,0.61745,1,0.317276,0.584131,success,0.149565,full_gpu,0.810582,baixo
0.365554,0.369298,0.217949,0.34657,0.453125,0.595436,0.656593,0.46887,hybrid,0.373494,0.4875,0.466882,0.380435,0.634921,0.426632,4,inference,0.062042,0,0.026461,0.017361,0.024539,success,0.243478,temporal_sharing,0.514991,alto
0.051845,0.049123,0.168803,0.688327,0.429688,0.593361,0.662088,0.371496,air,0.349398,0.3875,0.159935,0.271739,0.269841,0.196509,2,idle,0,0,0.006184,0.00055,0.476082,failed,0.02087,temporal_sharing,0.102028,moderado
0.64833,0.631579,0.228632,0.475331,0.40625,0.520747,0.574176,0.478558,immersion,0.915663,0.9375,0.786753,0.858696,0.873016,0.882999,8,training,0.249634,0.651007,0.668457,0.813782,0.358413,success,0.138261,full_gpu,0.907143,baixo
0.46283,0.457895,0.057692,0.108303,0.414063,0.493776,0.535714,0.420576,immersion,0.939759,0.6875,0.785137,0.782609,0.809524,0.716225,8,training,0.374695,0.536913,0.227527,0.72615,0.185612,success,0.12,full_gpu,0.569489,moderado
0.667838,0.662281,0.356838,0.53911,0.6875,0.751037,0.78022,0.616406,immersion,0.433735,0.5625,0.741519,0.391304,0.825397,0.530058,16,inference,0.062042,0,0.02351,0.014291,0.033187,failed,0.678261,temporal_sharing,0.858907,alto
0.586995,0.579825,0.16453,0.256318,0.648438,0.688797,0.711538,0.567227,liquid,0.337349,0.475,0.684976,0.336957,0.777778,0.484809,8,training,0.499756,0.731544,0.413126,0.470598,0.70234,aborted,0.582609,temporal_sharing,0.761905,alto
0.938137,0.379825,0.34188,0.635379,0.53125,0.626556,0.67033,0.547556,hybrid,0.313253,0.425,0.053312,0.119565,0.634921,0.381383,4,inference,0.062042,0,0.026461,0.012245,0.026161,running,0.269565,temporal_sharing,0.541446,alto
