active_power_w,energy_consumption_kwh,water_usage_effectiveness,carbon_intensity_gco2_kwh,inlet_temperature_c,exhaust_temperature_c,delta_t_c,fan_speed_rpm,cooling_method,cpu_utilization_percent,memory_utilization_percent,gpu_power_w,gpu_utilization_percent,gpu_temperature_c,gpu_core_frequency_mhz,num_gpus,ai_workload_type,batch_size,num_epochs,model_parameter_size_million,training_samples,job_duration_hours,job_status,rack_power_density_kw,gpu_sharing_mode,power_cap_w,manufacturer_sku_id,rack_label_color,rack_inventory_zone,environmental_waste_risk_level
5680,5.72,1.15,310,25.0,55.5,30.5,11800,liquid,29,45,395,26,76,1200,8,idle,4,1,85,41000,5.20,failed,54.0,full_gpu,7600,sku_a,white,zone_a,alto
7940,7.89,1.85,500,26.5,61.0,34.5,14200,hybrid,40,57,500,38,83,1380,8,fine_tuning,256,24,7800,9200000,53.00,success,76.0,temporal_sharing,10000,sku_c,red,zone_b,alto
9200,9.24,1.48,365,28.0,66.0,38.0,13800,liquid,47,62,555,42,86,1480,16,inference,64,1,1800,1500000,6.00,running,90.0,mig,11600,sku_b,yellow,zone_d,alto
6080,6.11,2.25,600,25.5,57.5,32.0,13200,air,23,39,410,22,77,1200,8,idle,8,1,70,34000,4.60,aborted,56.0,full_gpu,8100,sku_e,blue,zone_c,alto
11180,11.23,2.70,750,30.0,72.0,42.0,20600,air,53,68,640,46,93,1620,16,training,1024,120,48000,74000000,140.00,failed,116.0,temporal_sharing,12000,sku_d,white,zone_a,alto
4810,4.77,1.30,350,24.0,53.5,29.5,10600,hybrid,35,51,350,34,72,1260,4,inference,128,1,2400,2500000,4.30,success,34.0,mig,6600,sku_a,green,zone_b,alto
7540,7.57,1.95,540,26.0,60.0,34.0,14600,liquid,41,58,490,38,82,1380,8,fine_tuning,256,25,7600,9600000,55.00,failed,75.0,full_gpu,9600,sku_c,red,zone_d,alto
9000,8.97,1.50,390,27.5,65.0,37.5,14300,hybrid,47,62,550,41,86,1450,16,training,512,95,33000,52000000,116.00,running,89.0,temporal_sharing,11200,sku_b,yellow,zone_a,alto
5430,5.47,1.80,490,25.0,55.5,30.5,12100,liquid,28,44,390,25,76,1180,8,idle,4,1,75,33000,4.90,aborted,52.0,mig,7300,sku_e,blue,zone_c,alto
10500,10.54,2.65,720,29.5,71.0,41.5,20100,air,52,67,625,45,92,1600,16,training,768,110,45000,70000000,135.00,success,112.0,full_gpu,12000,sku_d,white,zone_b,alto
5920,5.89,1.18,320,25.0,56.0,31.0,11700,hybrid,30,48,400,27,77,1240,8,idle,8,1,80,39000,5.10,failed,56.0,temporal_sharing,7800,sku_a,green,zone_d,alto
8090,8.13,1.90,500,27.0,62.0,35.0,14400,air,42,59,505,38,84,1390,8,inference,128,1,1300,1200000,5.50,running,80.0,mig,10400,sku_c,red,zone_a,alto
9360,9.38,2.15,610,28.0,66.5,38.5,16500,liquid,46,61,560,41,87,1500,16,fine_tuning,384,30,11000,14000000,74.00,failed,94.0,full_gpu,11800,sku_b,blue,zone_c,alto
5030,5.09,1.42,370,24.5,54.0,29.5,10900,hybrid,35,50,355,33,72,1260,4,inference,256,1,2500,2800000,4.50,success,34.0,temporal_sharing,6800,sku_e,yellow,zone_b,alto
10790,10.72,2.75,760,30.0,72.0,42.0,20700,air,54,69,635,47,93,1620,16,training,768,120,50000,76000000,148.00,aborted,115.0,mig,12000,sku_d,green,zone_d,alto
5690,5.72,1.15,310,25.0,55.5,30.5,11800,liquid,29,45,395,26,76,1200,8,idle,4,1,85,41000,5.20,failed,54.0,full_gpu,7600,sku_a,white,zone_a,alto
7930,7.89,1.85,500,26.5,61.0,34.5,14200,hybrid,40,57,500,38,83,1380,8,fine_tuning,256,24,7800,9200000,53.00,success,76.0,temporal_sharing,10000,sku_c,red,zone_b,alto
9180,9.24,1.48,365,28.0,66.0,38.0,13800,liquid,47,62,555,42,86,1480,16,inference,64,1,1800,1500000,6.00,running,90.0,mig,11600,sku_b,yellow,zone_d,alto

