active_power_w,energy_consumption_kwh,water_usage_effectiveness,carbon_intensity_gco2_kwh,inlet_temperature_c,exhaust_temperature_c,delta_t_c,fan_speed_rpm,cooling_method,cpu_utilization_percent,memory_utilization_percent,gpu_power_w,gpu_utilization_percent,gpu_temperature_c,gpu_core_frequency_mhz,num_gpus,ai_workload_type,batch_size,num_epochs,model_parameter_size_million,training_samples,job_duration_hours,job_status,rack_power_density_kw,gpu_sharing_mode,power_cap_w,manufacturer_sku_id,rack_label_color,rack_inventory_zone,environmental_waste_risk_level
4565,4.49,1.02,408,23.7,46.0,22.3,9453,hybrid,72,57,370,62,76,1474,4,fine_tuning,512,29,4177,9500567,34.04,success,10.1,full_gpu,6215,sku_a,white,zone_b,moderado
5757,5.68,1.45,205,23.7,51.8,28.1,11486,hybrid,75,66,396,75,79,1754,4,fine_tuning,768,23,5999,11759776,20.10,success,12.5,full_gpu,6471,sku_e,red,zone_a,moderado
8932,8.94,1.41,295,24.9,52.3,27.4,12526,liquid,64,77,582,72,86,1720,16,training,256,98,42627,86698869,23.97,success,30.3,full_gpu,12000,sku_c,white,zone_d,moderado
2569,2.61,0.78,286,24.2,48.3,24.1,8349,air,37,76,350,66,69,1733,2,fine_tuning,384,18,11529,8038779,10.96,success,6.0,temporal_sharing,3544,sku_b,green,zone_b,moderado
8388,8.35,1.62,386,25.3,61.8,36.5,15370,hybrid,77,83,541,72,86,1625,16,training,512,131,48401,62345172,80.09,success,22.8,full_gpu,12000,sku_b,red,zone_b,moderado
2156,2.17,0.98,331,21.6,50.1,28.5,8052,hybrid,45,59,265,52,63,1399,1,inference,128,1,4045,620275,5.31,success,5.7,mig,2589,sku_a,yellow,zone_d,moderado
6629,6.71,1.57,443,25.0,50.5,25.5,11107,hybrid,61,70,359,74,78,1765,8,fine_tuning,128,28,7586,4968270,21.16,success,19.5,full_gpu,8756,sku_b,yellow,zone_a,moderado
7594,7.63,0.81,349,25.5,57.8,32.3,14066,liquid,71,72,520,68,84,1688,8,training,256,94,32400,85418807,116.73,running,16.4,full_gpu,9766,sku_b,blue,zone_a,moderado
4253,4.26,0.54,309,24.9,49.8,24.9,12077,liquid,66,68,394,77,79,1684,4,fine_tuning,512,7,7047,6547344,13.49,success,10.7,full_gpu,5369,sku_a,white,zone_a,moderado
5804,5.81,1.20,427,23.5,48.0,24.5,12806,hybrid,48,67,310,57,72,1650,8,inference,64,1,2387,2091306,2.57,success,17.6,mig,7895,sku_e,yellow,zone_a,moderado
2123,2.09,1.08,646,25.8,59.3,33.5,9526,hybrid,10,38,233,16,53,1115,4,idle,8,1,292,25080,6.62,success,11.0,temporal_sharing,3132,sku_b,yellow,zone_c,moderado
2894,2.93,1.19,447,23.5,47.8,24.3,9280,hybrid,43,63,228,44,61,1238,2,inference,512,1,2525,1365441,0.43,success,7.1,full_gpu,3971,sku_b,green,zone_d,moderado
4949,5.01,1.55,259,22.7,47.2,24.5,10598,hybrid,48,74,312,63,74,1610,8,inference,64,1,5511,1351883,3.19,success,17.7,temporal_sharing,5856,sku_b,red,zone_b,moderado
3787,3.78,1.49,376,23.0,54.7,31.7,10687,hybrid,48,61,266,39,66,1232,4,inference,128,1,2505,1960423,1.38,success,12.8,temporal_sharing,4386,sku_c,red,zone_a,moderado
7807,7.75,0.65,254,23.7,48.1,24.4,13737,hybrid,84,81,602,83,87,1776,8,training,768,125,45938,46512110,38.84,success,21.2,full_gpu,10613,sku_a,blue,zone_d,moderado
2167,2.15,0.75,209,22.3,43.6,21.3,6171,air,49,55,214,57,62,1316,1,inference,128,1,4462,4020729,2.07,success,5.2,temporal_sharing,2538,sku_d,yellow,zone_c,moderado
9947,9.93,1.27,493,25.0,56.5,31.5,17148,hybrid,79,85,530,65,85,1815,16,training,768,50,57990,88768577,101.02,success,30.9,full_gpu,12000,sku_a,green,zone_b,moderado
3087,3.05,1.01,263,21.2,44.1,22.9,9064,hybrid,45,67,381,43,72,1315,4,inference,512,1,1768,4453601,4.15,success,12.3,temporal_sharing,3939,sku_b,red,zone_c,moderado
4932,5.00,1.53,518,23.6,53.7,30.1,12629,hybrid,49,76,346,53,74,1525,8,inference,512,1,2858,1365846,2.31,success,18.7,temporal_sharing,6133,sku_a,blue,zone_a,moderado
2518,2.56,0.87,225,22.3,48.3,26.0,7758,air,47,51,291,63,66,1550,2,inference,64,1,4534,3402395,4.93,success,6.5,temporal_sharing,3445,sku_d,blue,zone_a,moderado
4109,4.09,1.33,458,23.1,54.7,31.6,10951,hybrid,63,73,326,63,74,1461,4,fine_tuning,768,11,10302,6078858,10.77,success,12.3,mig,5536,sku_a,green,zone_b,moderado
6053,6.04,1.52,303,24.3,55.1,30.8,13502,hybrid,58,74,458,75,82,1631,4,fine_tuning,128,35,8716,11082679,18.29,running,15.6,full_gpu,7885,sku_d,yellow,zone_b,moderado
4549,4.58,1.58,292,23.7,49.0,25.3,11085,hybrid,73,76,354,67,76,1637,4,fine_tuning,256,27,4143,5743856,14.15,success,11.3,full_gpu,5927,sku_d,blue,zone_d,moderado
7564,7.52,2.05,593,24.0,61.5,37.5,14374,hybrid,46,69,484,40,81,1579,8,fine_tuning,512,7,7262,9458053,26.95,success,22.4,full_gpu,10197,sku_a,red,zone_c,moderado
3903,3.85,1.03,314,23.9,52.1,28.2,9963,air,58,64,335,69,71,1536,4,fine_tuning,512,16,14343,4117528,21.69,success,8.6,temporal_sharing,5360,sku_b,red,zone_b,moderado
3489,3.51,0.67,232,23.5,49.1,25.6,9720,hybrid,46,62,359,65,71,1687,2,inference,64,1,5586,815185,3.62,success,6.8,full_gpu,4068,sku_d,blue,zone_c,moderado
9270,9.26,1.87,354,25.3,54.2,28.9,15094,hybrid,61,83,521,57,84,1822,16,training,768,114,60118,89818118,53.89,running,26.7,full_gpu,12000,sku_d,white,zone_c,moderado
4309,4.27,1.11,430,23.4,46.9,23.5,8930,hybrid,48,79,370,61,74,1497,4,fine_tuning,512,16,6199,3557393,20.33,success,9.4,full_gpu,4904,sku_b,blue,zone_d,moderado
9554,9.56,2.16,545,27.0,61.1,34.1,16285,hybrid,60,88,481,59,81,1782,16,training,256,113,44028,86107856,99.10,success,31.0,full_gpu,12000,sku_a,white,zone_d,moderado
3532,3.47,0.97,236,22.0,42.5,20.5,9250,air,61,53,379,54,73,1306,4,inference,32,1,3561,4887697,3.46,success,12.0,mig,4236,sku_b,blue,zone_c,moderado
4932,4.94,1.41,332,22.2,45.7,23.5,10260,hybrid,73,56,410,63,78,1555,8,inference,64,1,4513,3877102,3.24,success,13.9,temporal_sharing,5704,sku_e,blue,zone_d,moderado
3949,3.95,0.91,414,22.8,47.3,24.5,11912,hybrid,70,61,469,69,80,1854,4,fine_tuning,256,31,12585,17256666,14.23,success,10.5,full_gpu,4931,sku_c,yellow,zone_d,moderado
3178,3.12,1.74,384,26.6,62.6,36.0,12657,hybrid,40,64,248,28,64,1142,4,inference,128,1,5961,4567987,3.05,success,13.8,full_gpu,4748,sku_c,blue,zone_d,moderado
2199,2.16,0.84,252,22.9,42.2,19.3,8224,hybrid,42,57,234,64,65,1541,1,inference,64,1,5141,797142,3.57,success,5.8,mig,2655,sku_c,white,zone_c,moderado
3943,3.96,1.74,524,25.8,57.7,31.9,15180,air,39,68,383,50,73,1500,4,inference,64,1,2636,1695921,0.75,success,15.6,temporal_sharing,6418,sku_c,green,zone_c,moderado
3124,3.04,1.53,488,22.3,54.7,32.4,11226,hybrid,40,71,273,57,67,1421,4,inference,256,1,2243,4232417,5.42,success,10.1,temporal_sharing,4143,sku_a,green,zone_d,moderado
10073,10.12,2.28,311,25.4,55.0,29.6,16622,hybrid,64,79,572,62,86,1861,16,training,2048,27,22184,77359347,62.14,failed,29.8,full_gpu,12000,sku_e,white,zone_c,moderado
5634,5.65,1.45,446,23.3,50.7,27.4,11261,liquid,59,67,387,65,80,1694,4,fine_tuning,128,7,10483,13342864,8.42,success,15.1,full_gpu,7169,sku_d,red,zone_b,moderado
5589,5.52,1.66,476,21.1,46.2,25.1,12409,hybrid,56,74,383,63,77,1637,8,inference,512,1,4784,1791111,0.69,running,14.8,temporal_sharing,7464,sku_a,yellow,zone_a,moderado
2836,2.78,0.78,328,22.4,42.3,19.9,8946,air,41,55,275,53,67,1251,2,inference,256,1,3044,4926745,3.85,success,5.5,temporal_sharing,3562,sku_a,white,zone_a,moderado
4771,4.70,0.94,412,23.9,49.2,25.3,9673,liquid,54,73,343,75,72,1632,4,fine_tuning,384,11,8263,10070039,27.84,success,11.0,full_gpu,5503,sku_c,green,zone_c,moderado
9443,9.37,1.70,332,27.0,58.9,31.9,16151,hybrid,50,66,648,52,90,1852,16,training,256,133,45822,87641865,91.55,success,24.2,full_gpu,12000,sku_e,white,zone_c,moderado
6870,6.93,1.68,346,26.8,59.4,32.6,12749,air,57,84,454,58,82,1743,8,fine_tuning,768,16,6520,5932956,20.11,success,17.8,full_gpu,10664,sku_b,green,zone_b,moderado
4646,4.67,1.06,194,24.3,49.6,25.3,9899,hybrid,72,78,405,72,79,1690,4,fine_tuning,768,21,2689,13998431,22.64,success,13.0,mig,5415,sku_d,red,zone_c,moderado
4671,4.66,0.93,257,23.2,52.7,29.5,10380,liquid,69,79,372,79,75,1781,4,fine_tuning,64,18,10325,16726926,31.59,success,10.5,temporal_sharing,5946,sku_a,green,zone_a,moderado
4031,4.10,0.89,274,22.7,47.8,25.1,11074,air,57,80,483,72,79,1632,4,fine_tuning,384,8,5979,14205967,5.52,success,9.0,full_gpu,4830,sku_e,white,zone_a,moderado
7655,7.69,1.64,583,26.5,52.7,26.2,14341,liquid,57,89,327,63,76,1819,8,fine_tuning,384,15,2827,4411581,21.25,success,22.5,mig,11784,sku_b,yellow,zone_c,moderado
4532,4.57,1.26,322,22.4,47.8,25.4,11072,hybrid,46,55,295,41,68,1382,8,inference,16,1,5361,1716744,2.38,success,15.5,temporal_sharing,6267,sku_b,red,zone_b,moderado
2528,2.52,1.09,256,23.0,48.7,25.7,9273,liquid,58,56,237,60,66,1473,4,inference,64,1,4671,4992825,1.04,success,13.1,temporal_sharing,3218,sku_d,red,zone_d,moderado
3588,3.63,0.74,362,22.0,46.6,24.6,8071,hybrid,56,55,346,73,71,1692,4,inference,128,1,2749,2366166,0.38,success,9.1,temporal_sharing,4635,sku_e,white,zone_c,moderado
9735,9.68,2.33,583,25.4,60.1,34.7,14650,hybrid,56,68,520,53,82,1715,16,training,512,120,55839,92527139,57.80,success,24.6,full_gpu,12000,sku_e,red,zone_a,moderado
9715,9.68,2.18,499,25.4,60.0,34.6,16841,hybrid,61,78,554,57,86,1696,16,training,1024,73,25244,37684890,36.92,failed,31.9,full_gpu,12000,sku_d,blue,zone_b,moderado
5200,5.12,0.87,354,23.0,54.0,31.0,12339,hybrid,65,80,331,73,75,1543,4,fine_tuning,256,11,11142,3596378,15.12,running,11.8,full_gpu,6996,sku_c,red,zone_b,moderado
4448,4.45,0.84,471,23.6,53.2,29.6,9937,hybrid,75,78,338,73,76,1488,4,fine_tuning,256,19,14735,16893482,26.79,success,12.6,full_gpu,5543,sku_d,white,zone_b,moderado
5171,5.15,0.99,188,21.5,50.7,29.2,10274,hybrid,56,81,450,61,80,1626,8,fine_tuning,512,10,9772,2366950,25.66,success,18.2,full_gpu,6865,sku_d,white,zone_a,moderado
1734,1.75,0.48,360,23.0,45.3,22.3,7564,hybrid,47,69,215,71,63,1517,1,inference,256,1,5981,2711284,2.77,success,5.2,mig,2233,sku_b,yellow,zone_a,moderado
4152,4.12,0.74,184,23.1,42.3,19.2,10182,liquid,67,63,376,75,77,1599,4,fine_tuning,512,14,3867,9125758,9.73,success,9.3,full_gpu,4779,sku_d,red,zone_c,moderado
5434,5.37,0.81,298,22.3,44.6,22.3,10933,hybrid,71,60,513,75,83,1844,4,fine_tuning,384,9,12675,12045192,30.78,success,10.1,full_gpu,6660,sku_e,yellow,zone_a,moderado
3615,3.62,1.53,385,23.9,46.7,22.8,9333,air,35,52,332,48,68,1281,4,inference,16,1,2744,3270402,2.00,success,10.9,temporal_sharing,4762,sku_d,red,zone_c,moderado
4504,4.45,0.56,331,21.2,48.7,27.5,13174,air,59,83,346,63,74,1471,4,fine_tuning,512,4,6725,4863585,19.22,success,10.9,full_gpu,5381,sku_e,blue,zone_b,moderado
6259,6.21,1.46,203,24.8,53.6,28.8,14061,hybrid,56,64,498,64,81,1525,8,fine_tuning,128,6,6331,5369057,12.35,success,19.6,full_gpu,7591,sku_b,blue,zone_d,moderado
5217,5.13,1.43,503,23.0,46.4,23.4,10540,hybrid,71,68,286,72,73,1684,4,fine_tuning,768,24,6277,3839424,11.48,success,13.3,full_gpu,6157,sku_b,red,zone_d,moderado
5710,5.71,1.05,258,22.0,47.1,25.1,9136,liquid,65,58,478,64,80,1783,4,fine_tuning,384,13,4932,9418423,28.25,success,12.0,full_gpu,6981,sku_d,green,zone_b,moderado
3074,3.13,0.63,261,21.1,38.4,17.3,7159,hybrid,57,72,391,68,75,1753,4,fine_tuning,768,10,14060,12140628,8.06,success,9.9,full_gpu,3988,sku_a,blue,zone_b,moderado
4685,4.75,1.05,376,25.2,54.4,29.2,11888,air,61,71,365,66,77,1492,4,fine_tuning,512,13,14547,7586211,21.65,success,10.1,full_gpu,6171,sku_a,yellow,zone_d,moderado
2973,2.99,1.34,254,24.0,49.3,25.3,10374,air,34,54,314,49,65,1221,2,inference,512,1,3486,3982591,0.68,success,9.3,temporal_sharing,3701,sku_e,white,zone_c,moderado
7830,7.81,2.19,578,26.6,57.7,31.1,15891,hybrid,50,87,525,50,87,1802,8,training,1024,112,19668,50035148,61.46,success,22.0,full_gpu,9438,sku_c,red,zone_d,moderado
1857,1.84,0.94,461,22.1,48.1,26.0,6773,air,49,52,203,55,58,1385,2,inference,128,1,1779,3371908,0.84,success,8.6,mig,2266,sku_b,green,zone_b,moderado
6959,6.96,0.68,199,23.4,48.5,25.1,14093,liquid,79,85,539,82,87,1836,8,training,1024,26,20366,83107850,66.69,success,22.3,full_gpu,8462,sku_a,green,zone_c,moderado
11168,11.12,1.84,617,26.3,57.0,30.7,17268,hybrid,72,78,586,68,88,1910,16,training,512,79,61850,73628261,86.26,success,31.6,full_gpu,12000,sku_a,white,zone_a,moderado
3141,3.15,1.21,267,21.6,50.8,29.2,11454,hybrid,42,66,381,47,74,1288,4,inference,512,1,4797,3429114,3.27,success,11.4,full_gpu,3974,sku_e,blue,zone_c,moderado
3969,4.01,0.95,296,21.5,42.0,20.5,10604,air,48,53,339,42,69,1222,4,inference,512,1,4592,3103561,4.97,success,10.7,temporal_sharing,5196,sku_e,blue,zone_a,moderado
3772,3.82,1.24,484,23.3,49.1,25.8,12292,air,42,60,362,48,72,1222,4,inference,256,1,5806,2538410,1.17,success,13.3,temporal_sharing,5440,sku_b,green,zone_c,moderado
7628,7.56,1.10,443,23.2,53.3,30.1,13350,liquid,79,78,430,65,79,1690,8,training,2048,122,56013,19361670,110.87,success,15.4,full_gpu,11034,sku_d,blue,zone_b,moderado
3947,3.97,0.99,181,23.7,53.7,30.0,12174,hybrid,51,57,405,62,76,1659,4,fine_tuning,512,32,1318,4049000,11.28,success,12.4,temporal_sharing,5111,sku_e,white,zone_a,moderado
5587,5.64,1.67,485,22.3,51.2,28.9,11401,hybrid,73,81,390,61,80,1690,4,fine_tuning,128,18,13028,11221992,22.28,success,12.2,mig,6867,sku_e,blue,zone_c,moderado
2737,2.76,0.99,392,21.0,45.2,24.2,10554,hybrid,37,53,289,51,66,1322,4,inference,512,1,4800,3944962,3.03,success,12.8,temporal_sharing,3783,sku_a,yellow,zone_c,moderado
7143,7.19,1.01,493,21.0,52.6,31.6,13495,liquid,75,70,568,68,86,1935,8,fine_tuning,768,35,14091,16804684,16.58,success,20.7,full_gpu,8019,sku_b,blue,zone_c,moderado
2318,2.32,1.27,330,22.4,53.7,31.3,10251,hybrid,40,52,351,42,69,1195,1,inference,512,1,4929,4211277,0.75,success,6.3,temporal_sharing,2777,sku_a,red,zone_c,moderado
2582,2.60,1.53,384,23.1,48.5,25.4,10411,hybrid,50,59,235,44,65,1300,4,inference,64,1,4278,2348092,2.99,success,11.4,full_gpu,3526,sku_e,yellow,zone_b,moderado
1017,0.98,1.89,616,26.0,57.2,31.2,7201,air,31,34,127,14,49,968,1,idle,1,1,290,101934,5.96,success,5.6,none,1289,sku_e,yellow,zone_a,moderado
6159,6.23,1.02,215,23.8,56.2,32.4,13773,hybrid,62,66,382,72,76,1665,4,fine_tuning,128,10,12108,14180424,17.19,success,10.8,temporal_sharing,6898,sku_a,white,zone_c,moderado
1599,1.67,1.18,556,24.1,52.6,28.5,6879,air,35,43,146,25,48,1044,2,idle,8,1,25,92925,7.35,success,8.0,none,1905,sku_e,blue,zone_d,moderado
10953,10.88,2.05,371,24.7,57.5,32.8,17065,hybrid,62,84,626,61,90,1863,16,training,512,25,50706,59842285,118.96,running,30.3,full_gpu,12000,sku_a,blue,zone_a,moderado
5186,5.15,1.01,190,22.6,43.9,21.3,9786,hybrid,59,56,443,50,77,1468,8,inference,512,1,3170,2326811,3.03,success,15.9,full_gpu,5775,sku_e,blue,zone_a,moderado
5176,5.17,1.53,422,23.8,54.3,30.5,12775,hybrid,54,76,360,63,78,1585,4,fine_tuning,512,28,3106,13445554,31.42,success,12.6,temporal_sharing,7046,sku_e,red,zone_a,moderado
1483,1.43,1.28,319,23.5,55.6,32.1,8214,air,26,32,213,12,48,1046,1,idle,16,1,384,95214,6.44,success,5.8,temporal_sharing,2207,sku_e,yellow,zone_d,moderado
8618,8.59,1.34,411,22.3,52.8,30.5,13443,hybrid,67,73,645,70,89,1873,16,training,256,69,58369,73735508,27.16,success,26.4,full_gpu,10546,sku_c,red,zone_c,moderado
2169,2.11,0.83,284,22.8,51.1,28.3,7082,liquid,56,65,201,61,61,1387,1,inference,128,1,4276,4606025,3.57,success,5.6,mig,2393,sku_a,blue,zone_a,moderado
3053,3.00,1.12,461,21.5,43.5,22.0,9262,hybrid,43,61,337,53,70,1335,2,inference,256,1,5943,4566013,4.22,success,9.2,temporal_sharing,3964,sku_c,blue,zone_d,moderado
3245,3.18,0.69,306,24.3,52.1,27.8,8999,liquid,72,80,393,66,75,1759,4,fine_tuning,256,15,14644,4841709,12.13,success,10.4,full_gpu,4458,sku_b,green,zone_d,moderado
9517,9.52,0.85,332,24.5,56.3,31.8,14677,hybrid,84,86,594,81,88,1872,16,training,512,67,43813,76631699,42.33,success,24.7,full_gpu,11227,sku_b,yellow,zone_d,moderado
7789,7.81,0.90,383,24.9,55.8,30.9,13919,liquid,83,86,454,68,82,1727,8,training,256,55,31312,89852598,69.53,success,19.7,full_gpu,9189,sku_a,blue,zone_d,moderado
7615,7.62,1.01,238,24.7,51.9,27.2,13748,liquid,73,82,543,72,85,1695,8,training,256,65,26883,40000358,52.49,success,17.5,full_gpu,9385,sku_d,green,zone_c,moderado
7034,6.98,0.79,355,21.2,45.9,24.7,11333,hybrid,81,66,457,78,82,1753,8,training,512,71,20754,20908521,82.36,success,17.9,full_gpu,8588,sku_c,yellow,zone_c,moderado
5250,5.22,0.55,331,21.4,43.2,21.8,8338,liquid,60,60,304,72,74,1510,8,inference,16,1,4389,4047856,5.22,success,15.1,temporal_sharing,5949,sku_e,white,zone_b,moderado
4354,4.40,0.54,144,21.7,41.9,20.2,7547,hybrid,57,82,524,65,83,1787,4,fine_tuning,768,11,4859,3927406,22.69,success,12.3,mig,5746,sku_b,blue,zone_d,moderado
5982,6.00,0.49,232,23.2,48.1,24.9,11832,hybrid,58,80,473,67,82,1706,4,fine_tuning,128,21,14714,16528053,7.46,success,10.4,full_gpu,7678,sku_a,white,zone_b,moderado
10794,10.76,1.85,555,25.9,52.0,26.1,15366,liquid,77,87,625,70,92,1910,16,training,1024,52,41706,51327086,49.71,success,29.3,full_gpu,12000,sku_d,yellow,zone_a,moderado
5492,5.46,0.49,183,24.5,52.1,27.6,12026,liquid,69,66,475,78,84,1800,4,fine_tuning,128,10,4390,13165869,24.25,success,12.2,full_gpu,6320,sku_d,red,zone_b,moderado
8844,8.82,2.12,433,26.8,63.7,36.9,16619,liquid,66,74,558,62,89,1811,16,training,1536,84,61447,89549099,86.97,success,33.0,full_gpu,12000,sku_e,yellow,zone_b,moderado
6145,6.14,1.56,477,24.6,52.7,28.1,11165,hybrid,70,63,372,77,78,1729,8,inference,512,1,5045,3462342,4.61,success,18.4,temporal_sharing,7128,sku_b,blue,zone_a,moderado
8828,8.82,1.57,583,25.0,54.7,29.7,16844,hybrid,62,78,554,70,90,1894,16,training,512,84,29440,18631963,59.27,success,29.0,full_gpu,12000,sku_b,green,zone_b,moderado
10471,10.40,2.04,543,25.5,58.2,32.7,15989,immersion,70,80,561,64,87,1818,16,training,2048,64,32165,25132135,88.58,success,26.9,full_gpu,12000,sku_d,green,zone_d,moderado
5751,5.78,0.96,184,23.8,53.6,29.8,10268,hybrid,73,62,416,72,77,1665,8,inference,512,1,2450,4195870,3.53,success,15.4,temporal_sharing,6435,sku_a,yellow,zone_d,moderado
7683,7.65,1.79,518,26.1,62.5,36.4,15096,hybrid,60,68,443,47,79,1668,8,training,1024,55,24596,77633055,68.34,success,20.6,full_gpu,10781,sku_b,blue,zone_a,moderado
9362,9.39,2.32,426,25.8,52.2,26.4,15355,liquid,77,80,562,67,88,1901,16,training,2048,50,16384,80948153,94.54,success,24.0,full_gpu,12000,sku_c,green,zone_a,moderado
3638,3.62,1.56,501,25.6,54.4,28.8,12071,hybrid,52,60,327,45,67,1484,2,inference,256,1,1580,3093464,1.85,success,8.4,mig,4563,sku_a,red,zone_c,moderado
5816,5.86,1.01,447,23.8,52.7,28.9,11839,hybrid,65,72,488,71,82,1714,4,fine_tuning,512,34,11331,9422421,30.77,success,12.2,full_gpu,7881,sku_a,red,zone_c,moderado
9072,9.09,1.63,550,24.8,54.0,29.2,13765,hybrid,77,73,557,75,87,1849,16,training,512,71,34438,91674360,36.69,success,30.6,full_gpu,11581,sku_c,blue,zone_d,moderado

