active_power_w,energy_consumption_kwh,water_usage_effectiveness,carbon_intensity_gco2_kwh,inlet_temperature_c,exhaust_temperature_c,delta_t_c,fan_speed_rpm,cooling_method,cpu_utilization_percent,memory_utilization_percent,gpu_power_w,gpu_utilization_percent,gpu_temperature_c,gpu_core_frequency_mhz,num_gpus,ai_workload_type,batch_size,num_epochs,model_parameter_size_million,training_samples,job_duration_hours,job_status,rack_power_density_kw,gpu_sharing_mode,power_cap_w,manufacturer_sku_id,rack_label_color,rack_inventory_zone,environmental_waste_risk_level
2770,2.75,1.08,379,22.7,43.7,21.0,8525,hybrid,51,62,297,48,65,1396,4,inference,128,1,3059,4919561,1.12,success,9.2,full_gpu,3767,sku_e,white,zone_a,moderado
4137,4.15,1.11,318,22.3,51.2,28.9,11751,hybrid,47,63,295,51,71,1451,4,inference,128,1,5901,2084455,1.47,success,9.6,temporal_sharing,4930,sku_b,white,zone_a,baixo
2834,2.91,0.81,170,21.8,49.8,28.0,8902,hybrid,51,83,326,78,75,1691,4,fine_tuning,64,14,8689,8771591,13.81,success,9.1,full_gpu,3678,sku_c,yellow,zone_d,moderado
9900,9.94,1.22,310,28.0,67.0,39.0,15200,air,49,64,575,44,88,1505,16,fine_tuning,512,42,15000,22000000,92.0,failed,102.0,mig,12000,sku_c,blue,zone_c,alto
3437,3.46,1.01,258,24.0,47.7,23.7,8628,air,53,81,316,63,73,1574,8,inference,512,1,1536,1310707,1.18,success,16.8,full_gpu,4469,sku_c,blue,zone_a,baixo
3319,3.34,0.83,373,22.9,45.8,22.9,11423,hybrid,47,67,287,73,68,1484,4,inference,128,1,3907,2810910,2.13,success,11.2,temporal_sharing,3903,sku_b,white,zone_d,baixo
9060,9.11,1.33,390,28.0,66.0,38.0,15300,air,36,56,530,34,85,1395,16,inference,64,1,900,700000,4.8,failed,96.0,mig,11500,sku_d,white,zone_b,alto
6572,6.61,0.97,310,23.4,46.3,22.9,12011,liquid,73,70,524,69,85,1804,8,fine_tuning,256,20,3571,12398012,21.47,success,16.2,mig,7771,sku_c,white,zone_c,moderado
2756,2.68,1.37,511,24.2,51.2,27.0,10492,hybrid,37,55,334,49,68,1358,2,inference,512,1,5416,2053444,3.57,success,7.7,temporal_sharing,3935,sku_a,blue,zone_a,moderado
7513,7.45,1.61,389,26.0,61.9,35.9,13249,liquid,64,80,511,68,85,1694,8,training,1024,129,19638,18156801,104.75,aborted,22.7,full_gpu,9683,sku_b,blue,zone_d,moderado
7054,7.13,0.77,250,24.7,51.2,26.5,12686,immersion,71,89,503,89,84,1904,16,training,1024,84,54316,95007767,70.81,success,27.7,full_gpu,8610,sku_e,blue,zone_a,baixo
2885,2.8,0.93,506,25.2,48.8,23.6,9856,air,46,66,188,59,63,1421,4,inference,64,1,1170,4023330,2.54,success,13.8,temporal_sharing,3994,sku_c,blue,zone_a,moderado
5071,5.12,0.9,455,25.0,51.8,26.8,13182,air,55,86,355,71,77,1802,4,fine_tuning,384,19,4778,11987855,24.26,success,12.2,full_gpu,5999,sku_e,green,zone_b,baixo
1155,1.15,0.92,334,20.5,31.2,10.7,6339,air,17,18,98,25,35,1147,1,idle,1,1,8,29080,0.33,success,5.0,mig,1400,sku_c,white,zone_d,baixo
8998,8.96,2.19,610,26.9,60.1,33.2,16018,liquid,60,70,530,51,86,1749,16,training,2048,79,12461,44653624,52.06,running,27.0,full_gpu,12000,sku_b,red,zone_b,moderado
1718,1.77,0.75,300,23.7,51.9,28.2,8045,air,31,43,269,34,61,1271,2,idle,16,1,151,57837,0.73,success,6.2,temporal_sharing,2603,sku_e,red,zone_a,moderado
2107,2.1,0.62,158,21.6,36.8,15.2,4244,air,36,42,152,67,57,1575,2,inference,16,1,303,697798,0.35,success,6.3,full_gpu,2385,sku_d,green,zone_a,baixo
3271,3.27,0.72,467,21.9,44.1,22.2,10894,liquid,48,63,255,59,70,1388,4,inference,512,1,5651,3954199,2.31,success,12.3,full_gpu,4325,sku_c,white,zone_a,baixo
4023,4.06,0.81,371,23.0,48.3,25.3,8547,liquid,49,59,226,56,63,1441,4,inference,128,1,1948,2063296,2.22,success,11.2,temporal_sharing,5199,sku_e,yellow,zone_a,baixo
4771,4.7,0.94,412,23.9,49.2,25.3,9673,liquid,54,73,343,75,72,1632,4,fine_tuning,384,11,8263,10070039,27.84,success,11.0,full_gpu,5503,sku_c,green,zone_c,moderado
3772,3.82,1.24,484,23.3,49.1,25.8,12292,air,42,60,362,48,72,1222,4,inference,256,1,5806,2538410,1.17,success,13.3,temporal_sharing,5440,sku_b,green,zone_c,moderado
5334,5.29,0.84,244,21.9,46.6,24.7,8398,hybrid,77,72,360,83,75,1899,8,training,512,78,29088,33926031,41.02,success,12.9,full_gpu,7030,sku_a,green,zone_b,baixo
11168,11.12,1.84,617,26.3,57.0,30.7,17268,hybrid,72,78,586,68,88,1910,16,training,512,79,61850,73628261,86.26,success,31.6,full_gpu,12000,sku_a,white,zone_a,moderado
1857,1.84,0.94,461,22.1,48.1,26.0,6773,air,49,52,203,55,58,1385,2,inference,128,1,1779,3371908,0.84,success,8.6,mig,2266,sku_b,green,zone_b,moderado
9270,9.26,1.87,354,25.3,54.2,28.9,15094,hybrid,61,83,521,57,84,1822,16,training,768,114,60118,89818118,53.89,running,26.7,full_gpu,12000,sku_d,white,zone_c,moderado
3012,3.04,0.95,418,22.8,47.7,24.9,10474,air,45,54,249,52,64,1569,4,inference,128,1,1401,4512860,2.8,success,10.4,temporal_sharing,3740,sku_e,yellow,zone_c,baixo
4727,4.68,0.95,338,23.4,52.5,29.1,12147,liquid,61,75,373,85,75,1545,4,fine_tuning,384,15,7916,11572585,28.2,success,9.9,full_gpu,5760,sku_d,green,zone_a,baixo
3132,3.09,0.74,441,21.6,49.3,27.7,10244,hybrid,54,63,396,77,76,1800,4,fine_tuning,384,33,14333,11314315,19.73,success,11.3,mig,3515,sku_d,green,zone_c,moderado
3098,3.09,1.39,576,25.2,54.1,28.9,9182,hybrid,35,68,254,42,63,1223,2,inference,128,1,2062,3386584,2.29,success,8.4,mig,4079,sku_c,white,zone_a,moderado
11350,11.42,2.95,810,30.5,73.0,42.5,21200,air,54,69,650,47,94,1640,16,training,768,120,48000,76000000,140.0,aborted,118.0,full_gpu,12000,sku_d,blue,zone_d,alto
11100,11.05,2.7,740,30.0,72.0,42.0,20500,air,53,68,640,46,93,1620,16,training,768,120,48000,74000000,145.0,failed,116.0,full_gpu,12000,sku_d,white,zone_a,alto
9443,9.37,1.7,332,27.0,58.9,31.9,16151,hybrid,50,66,648,52,90,1852,16,training,256,133,45822,87641865,91.55,success,24.2,full_gpu,12000,sku_e,white,zone_c,moderado
2910,2.95,0.54,312,20.8,46.2,25.4,7462,liquid,60,79,308,65,75,1587,2,fine_tuning,256,16,1419,7954060,6.07,success,6.9,temporal_sharing,3623,sku_a,red,zone_a,baixo
2407,2.38,0.7,152,21.1,40.0,18.9,7578,hybrid,38,42,211,61,61,1286,4,inference,128,1,484,1779522,1.96,success,8.0,mig,3319,sku_e,green,zone_c,baixo
4091,4.11,0.84,91,22.4,49.2,26.8,9417,air,71,81,477,72,83,1556,4,fine_tuning,64,13,5810,4628150,5.05,success,8.4,temporal_sharing,5167,sku_d,red,zone_a,baixo
7420,7.48,1.52,520,27.0,61.0,34.0,16700,air,35,48,470,29,83,1330,8,inference,64,1,900,800000,5.2,success,80.0,temporal_sharing,9400,sku_b,green,zone_b,alto
11400,11.46,2.7,730,30.5,72.5,42.0,20600,air,56,72,650,49,94,1640,16,training,1024,115,47000,74000000,135.0,aborted,118.0,full_gpu,12000,sku_d,yellow,zone_a,alto
4099,4.17,1.54,184,25.1,58.6,33.5,10989,air,46,55,336,54,74,1363,4,inference,256,1,2691,1548985,5.09,success,13.3,mig,4934,sku_c,red,zone_b,moderado
5700,5.72,1.03,444,22.6,49.6,27.0,12991,hybrid,68,69,386,78,78,1549,4,fine_tuning,512,11,7835,13680625,11.42,success,10.2,full_gpu,6885,sku_c,red,zone_c,baixo
3087,3.05,1.01,263,21.2,44.1,22.9,9064,hybrid,45,67,381,43,72,1315,4,inference,512,1,1768,4453601,4.15,success,12.3,temporal_sharing,3939,sku_b,red,zone_c,moderado
8986,9.11,0.95,419,22.2,54.3,32.1,13310,liquid,86,85,645,90,91,1946,16,training,512,60,36258,76233447,82.41,success,28.9,full_gpu,11416,sku_c,yellow,zone_b,baixo
10184,10.14,2.26,373,23.2,58.4,35.2,16922,hybrid,67,73,592,65,91,1888,16,training,1536,38,50619,35498720,105.54,success,28.4,full_gpu,12000,sku_c,red,zone_a,moderado
3245,3.18,0.69,306,24.3,52.1,27.8,8999,liquid,72,80,393,66,75,1759,4,fine_tuning,256,15,14644,4841709,12.13,success,10.4,full_gpu,4458,sku_b,green,zone_d,moderado
5680,5.72,1.15,310,25.0,55.5,30.5,11800,liquid,29,45,395,26,76,1200,8,idle,4,1,85,41000,5.2,failed,54.0,full_gpu,7600,sku_a,white,zone_a,alto
7375,7.34,1.97,435,26.0,56.6,30.6,14359,hybrid,57,56,479,51,81,1723,8,training,256,88,23628,33933400,18.85,failed,19.7,temporal_sharing,9742,sku_a,blue,zone_d,moderado
7680,7.75,1.58,310,26.5,60.0,33.5,13300,hybrid,34,53,500,31,83,1390,8,inference,128,1,2100,1800000,6.0,success,74.0,temporal_sharing,9900,sku_e,blue,zone_d,alto
8240,8.29,2.05,535,27.0,63.0,36.0,15200,immersion,57,70,520,50,85,1580,8,training,512,80,19000,36000000,115.0,running,78.0,full_gpu,10200,sku_b,white,zone_a,alto
6460,6.52,2.6,700,25.5,57.0,31.5,14000,hybrid,23,38,420,20,78,1190,8,idle,4,1,60,28000,4.3,running,62.0,temporal_sharing,8400,sku_e,green,zone_a,alto
3618,3.63,0.56,156,20.3,47.3,27.0,7285,hybrid,70,58,420,62,76,1821,4,fine_tuning,512,17,4025,7576021,11.43,success,9.8,full_gpu,4581,sku_d,yellow,zone_b,baixo
10134,10.17,0.72,344,24.5,50.7,26.2,11562,hybrid,78,85,542,79,90,2036,16,training,1024,109,29905,84783422,62.83,success,28.1,full_gpu,12000,sku_c,red,zone_a,baixo
3903,3.85,1.03,314,23.9,52.1,28.2,9963,air,58,64,335,69,71,1536,4,fine_tuning,512,16,14343,4117528,21.69,success,8.6,temporal_sharing,5360,sku_b,red,zone_b,moderado
9540,9.6,2.25,625,28.5,66.5,38.0,16600,air,46,59,550,41,87,1460,16,fine_tuning,384,28,9000,13000000,70.0,aborted,96.0,temporal_sharing,11800,sku_c,yellow,zone_a,alto
9980,10.02,1.68,405,29.5,69.0,39.5,18850,hybrid,47,62,575,45,88,1575,16,training,512,96,18000,41000000,118.0,aborted,103.0,temporal_sharing,12000,sku_c,blue,zone_a,alto
7183,7.22,0.76,454,22.5,53.4,30.9,12625,liquid,65,80,628,91,92,2106,8,training,1536,129,17282,39526852,62.38,success,17.0,full_gpu,9272,sku_c,yellow,zone_b,baixo
1199,1.25,1.01,577,24.4,58.0,33.6,7422,air,12,53,106,28,45,1056,2,idle,4,1,134,24305,2.28,success,8.1,none,1817,sku_d,green,zone_c,moderado
5403,5.47,0.52,187,23.9,53.6,29.7,11292,hybrid,62,83,434,92,77,1748,8,training,768,93,7704,60253701,46.43,success,12.1,full_gpu,6921,sku_d,red,zone_d,baixo
2064,2.04,0.54,99,20.3,35.8,15.5,3979,air,49,54,149,55,55,1235,2,inference,64,1,1464,732811,1.55,success,5.5,temporal_sharing,2679,sku_e,yellow,zone_a,baixo
7780,7.75,1.16,543,23.0,56.1,33.1,11627,liquid,74,76,636,80,91,1803,8,training,768,97,38691,97744348,63.02,success,18.0,full_gpu,10659,sku_b,yellow,zone_c,baixo
10471,10.4,2.04,543,25.5,58.2,32.7,15989,immersion,70,80,561,64,87,1818,16,training,2048,64,32165,25132135,88.58,success,26.9,full_gpu,12000,sku_d,green,zone_d,moderado
1930,1.92,0.75,249,22.2,40.0,17.8,4966,hybrid,46,47,155,67,60,1639,2,inference,256,1,600,526483,2.37,success,7.2,mig,2316,sku_d,white,zone_b,baixo
11800,11.66,0.79,546,24.1,56.5,32.4,13423,hybrid,83,89,573,89,90,1996,16,training,1536,48,59135,58139602,53.03,success,30.1,full_gpu,12000,sku_d,yellow,zone_c,baixo
7618,7.69,0.97,292,21.6,48.3,26.7,13014,hybrid,78,79,457,89,75,1967,8,training,512,41,31608,79469351,48.61,success,15.9,full_gpu,9076,sku_e,green,zone_d,baixo
2946,2.88,0.66,180,23.2,43.6,20.4,6102,hybrid,41,52,305,47,64,1262,2,inference,16,1,1867,807710,3.01,success,9.7,temporal_sharing,3754,sku_b,yellow,zone_d,moderado
8350,8.42,1.21,258,25.0,56.6,31.6,11606,hybrid,80,87,588,86,92,1867,16,training,1024,93,67766,31014126,108.13,success,22.2,full_gpu,9852,sku_a,blue,zone_b,baixo
4760,4.81,1.3,350,24.0,54.5,30.5,11200,hybrid,35,51,340,37,72,1260,4,inference,128,1,1800,1700000,4.6,success,33.0,temporal_sharing,6500,sku_e,yellow,zone_b,alto
1190,1.16,1.07,634,23.7,54.4,30.7,9220,air,33,43,150,27,49,904,2,idle,1,1,426,56964,1.98,success,7.4,temporal_sharing,1817,sku_b,blue,zone_d,moderado
7978,7.94,1.35,457,23.4,50.9,27.5,11397,immersion,80,87,538,81,87,1966,8,training,512,98,45301,79543198,66.37,success,20.9,full_gpu,10947,sku_c,blue,zone_a,baixo
5867,5.82,0.55,152,23.5,49.6,26.1,10218,immersion,82,67,537,74,83,1708,8,training,768,81,15424,70977947,34.4,success,18.8,full_gpu,7118,sku_a,green,zone_d,moderado
8200,8.15,1.95,510,27.0,62.0,35.0,14200,immersion,40,57,510,38,84,1420,16,inference,128,1,1600,1400000,6.2,failed,83.0,temporal_sharing,10400,sku_d,red,zone_b,alto
7280,7.21,1.05,275,26.5,59.0,32.5,13200,liquid,32,50,475,33,81,1350,8,training,1024,110,28000,46000000,130.0,aborted,72.0,temporal_sharing,9300,sku_e,white,zone_a,alto
4900,4.93,1.88,590,25.0,56.0,31.0,12800,hybrid,30,46,360,26,72,1190,4,inference,128,1,1800,1200000,4.9,running,36.0,temporal_sharing,6800,sku_a,yellow,zone_a,alto
6088,6.14,0.87,519,24.6,52.2,27.6,10779,hybrid,58,81,497,80,84,1626,4,fine_tuning,512,18,7607,12096396,20.17,success,13.8,full_gpu,8294,sku_b,red,zone_b,baixo
1789,1.78,0.71,201,18.7,30.4,11.7,6723,air,49,70,157,62,58,1358,4,inference,256,1,1584,1882222,0.56,running,7.6,temporal_sharing,2103,sku_d,red,zone_c,baixo
1080,1.09,0.41,191,21.7,33.8,12.1,2588,hybrid,6,33,97,7,36,972,4,idle,1,1,100,23806,0.3,success,5.0,temporal_sharing,1277,sku_b,blue,zone_d,baixo
2817,2.85,0.47,350,22.1,47.7,25.6,8288,liquid,43,70,276,70,66,1646,2,inference,16,1,1355,4369810,3.85,success,6.7,temporal_sharing,3586,sku_b,yellow,zone_b,moderado
6692,6.74,1.21,502,24.1,56.1,32.0,12729,hybrid,75,73,487,78,82,1766,8,fine_tuning,384,24,5582,17954568,22.33,success,16.1,full_gpu,8090,sku_c,blue,zone_d,baixo
9430,9.53,0.8,330,24.2,49.1,24.9,11361,liquid,84,80,551,92,85,1989,16,training,256,99,30817,75725465,70.27,success,28.1,full_gpu,11267,sku_d,white,zone_a,baixo
9340,9.38,2.15,610,28.0,66.5,38.5,16500,liquid,46,61,560,41,87,1500,16,fine_tuning,384,30,11000,14000000,74.0,failed,94.0,full_gpu,11800,sku_b,blue,zone_c,alto
1629,1.63,0.43,189,21.3,33.2,11.9,6513,air,56,64,127,66,58,1096,2,inference,128,1,1127,2461044,1.76,success,7.1,mig,2063,sku_b,blue,zone_a,baixo
8800,8.77,2.35,515,27.0,64.0,37.0,14800,hybrid,61,76,500,55,84,1600,8,training,1024,95,36000,60000000,110.0,failed,81.0,temporal_sharing,10400,sku_e,white,zone_d,alto
11800,11.83,0.92,362,24.0,57.1,33.1,15305,immersion,82,80,608,88,92,1908,16,training,1536,69,64596,82213648,86.14,success,26.0,full_gpu,12000,sku_c,red,zone_a,baixo
3787,3.78,1.49,376,23.0,54.7,31.7,10687,hybrid,48,61,266,39,66,1232,4,inference,128,1,2505,1960423,1.38,success,12.8,temporal_sharing,4386,sku_c,red,zone_a,moderado
6840,6.91,1.12,300,26.0,58.5,32.5,14600,liquid,29,43,445,24,80,1260,8,idle,8,1,65,30000,5.8,failed,67.0,mig,8700,sku_d,yellow,zone_a,alto
10300,10.36,2.2,500,29.0,68.5,39.5,20200,air,41,60,600,30,91,1500,16,inference,128,1,1200,1600000,7.5,failed,108.0,full_gpu,12000,sku_b,blue,zone_d,alto
841,0.85,0.62,138,18.8,30.1,11.3,2319,air,15,19,74,6,33,1049,2,idle,8,1,107,87763,0.6,success,5.0,none,1035,sku_c,blue,zone_b,baixo
7402,7.46,0.59,196,21.5,47.3,25.8,9691,liquid,73,70,573,73,85,2049,8,training,2048,33,35763,74590151,27.95,success,19.6,full_gpu,10138,sku_e,green,zone_c,baixo
3588,3.63,0.74,362,22.0,46.6,24.6,8071,hybrid,56,55,346,73,71,1692,4,inference,128,1,2749,2366166,0.38,success,9.1,temporal_sharing,4635,sku_e,white,zone_c,moderado
5250,5.22,0.55,331,21.4,43.2,21.8,8338,liquid,60,60,304,72,74,1510,8,inference,16,1,4389,4047856,5.22,success,15.1,temporal_sharing,5949,sku_e,white,zone_b,moderado
5543,5.54,1.51,359,23.2,51.9,28.7,13814,hybrid,47,81,407,52,78,1547,8,fine_tuning,256,23,6811,11038542,24.57,success,17.3,full_gpu,6960,sku_b,yellow,zone_c,moderado
7450,7.42,2.2,590,26.5,61.0,34.5,14900,air,41,59,480,36,82,1370,8,fine_tuning,256,26,7800,9600000,58.0,failed,75.0,mig,9600,sku_d,white,zone_d,alto
5652,5.7,1.16,482,24.5,55.7,31.2,13370,liquid,72,78,349,73,78,1834,8,fine_tuning,384,23,12363,9726198,26.51,success,17.5,temporal_sharing,7453,sku_b,white,zone_b,baixo
4914,4.98,1.22,346,23.1,45.6,22.5,10913,hybrid,69,64,490,75,83,1888,4,fine_tuning,768,17,7657,13536688,8.56,success,13.2,temporal_sharing,6007,sku_b,yellow,zone_b,baixo
7320,7.24,2.0,373,26.9,55.0,28.1,15249,hybrid,56,83,387,71,79,1771,8,fine_tuning,768,7,3585,4238950,31.13,success,17.0,full_gpu,10014,sku_e,white,zone_b,moderado
4198,4.18,0.97,397,24.8,48.0,23.2,8536,hybrid,49,73,358,60,75,1716,4,inference,128,1,3463,2353586,4.17,success,10.5,mig,5003,sku_a,white,zone_d,baixo
2522,2.52,0.6,170,21.7,43.9,22.2,6822,hybrid,71,65,253,78,74,1536,4,fine_tuning,64,3,3643,6170254,13.94,success,9.1,temporal_sharing,3315,sku_a,red,zone_c,baixo
9041,9.0,0.88,179,22.9,50.2,27.3,10675,liquid,80,70,558,73,85,1725,16,training,768,22,49192,23459271,49.95,success,21.3,full_gpu,10538,sku_c,green,zone_b,baixo
5901,5.86,0.97,266,24.5,55.5,31.0,13938,hybrid,62,70,460,76,82,1899,8,fine_tuning,384,17,4941,10989239,21.64,success,17.4,full_gpu,7323,sku_b,blue,zone_b,baixo
4900,4.95,1.45,390,24.5,54.0,29.5,10800,air,34,49,350,33,72,1260,4,inference,256,1,2300,2600000,4.4,success,35.0,temporal_sharing,6700,sku_e,white,zone_a,alto
3175,3.17,0.64,247,21.3,42.6,21.3,7488,air,67,64,361,78,76,1454,4,fine_tuning,384,7,1045,4422820,9.79,success,8.1,full_gpu,3818,sku_b,yellow,zone_a,baixo
10448,10.33,0.94,501,23.7,57.0,33.3,13635,liquid,70,77,501,81,84,1739,16,training,2048,110,41972,31906215,50.68,success,30.9,full_gpu,12000,sku_e,yellow,zone_a,baixo
10539,10.4,1.18,513,23.6,56.1,32.5,14890,hybrid,68,87,484,81,82,1754,16,training,768,51,29878,37911496,41.18,success,28.3,full_gpu,12000,sku_b,white,zone_c,baixo
5200,5.12,0.87,354,23.0,54.0,31.0,12339,hybrid,65,80,331,73,75,1543,4,fine_tuning,256,11,11142,3596378,15.12,running,11.8,full_gpu,6996,sku_c,red,zone_b,moderado
7980,8.03,2.2,570,26.0,61.5,35.5,16450,liquid,47,64,505,45,83,1480,8,fine_tuning,384,22,6500,9200000,48.0,success,76.0,full_gpu,10000,sku_e,green,zone_c,alto
1237,1.23,0.58,116,21.8,29.4,7.6,2519,air,17,34,75,8,37,1099,2,idle,2,1,117,34716,0.17,success,5.0,temporal_sharing,1501,sku_e,green,zone_d,baixo
4409,4.39,0.94,212,24.4,53.3,28.9,9991,hybrid,69,82,435,57,80,1759,4,fine_tuning,512,17,3663,14022124,34.06,success,11.6,full_gpu,5411,sku_d,red,zone_b,moderado
4420,4.38,0.89,129,22.8,44.9,22.1,5842,hybrid,73,77,377,81,77,1386,8,training,768,30,22449,49481753,28.06,success,12.6,full_gpu,5438,sku_a,blue,zone_c,baixo
6149,6.19,0.48,166,20.0,45.6,25.6,7955,liquid,70,71,496,82,87,1905,8,training,512,38,42007,66315256,33.79,success,13.3,full_gpu,8118,sku_b,red,zone_b,baixo
4968,4.94,0.98,520,22.3,50.8,28.5,12409,immersion,75,72,419,86,79,1725,8,fine_tuning,384,23,7055,15251415,8.22,success,14.6,full_gpu,6767,sku_d,green,zone_d,baixo
5030,5.09,1.42,370,24.5,54.0,29.5,10900,hybrid,35,50,355,33,72,1260,4,inference,256,1,2500,2800000,4.5,success,34.0,temporal_sharing,6800,sku_e,yellow,zone_b,alto
9180,9.23,2.35,620,28.0,66.0,38.0,16800,hybrid,47,62,560,42,87,1500,16,fine_tuning,384,36,13000,17000000,80.0,failed,92.0,full_gpu,11600,sku_a,blue,zone_b,alto
6786,6.74,1.36,348,24.3,55.5,31.2,12033,hybrid,47,82,477,44,82,1545,8,fine_tuning,768,35,5706,9974888,33.44,success,16.7,full_gpu,9835,sku_b,red,zone_d,moderado
4685,4.75,1.05,376,25.2,54.4,29.2,11888,air,61,71,365,66,77,1492,4,fine_tuning,512,13,14547,7586211,21.65,success,10.1,full_gpu,6171,sku_a,yellow,zone_d,moderado
9340,9.29,2.3,620,28.0,66.5,38.5,16600,hybrid,46,64,560,41,87,1510,16,fine_tuning,512,38,12000,15000000,74.0,failed,94.0,full_gpu,11600,sku_b,red,zone_d,alto
3532,3.47,0.97,236,22.0,42.5,20.5,9250,air,61,53,379,54,73,1306,4,inference,32,1,3561,4887697,3.46,success,12.0,mig,4236,sku_b,blue,zone_c,moderado
10400,10.46,2.9,780,29.5,70.5,41.0,20400,air,57,70,620,46,92,1600,16,training,1024,95,39000,60000000,120.0,failed,111.0,full_gpu,12000,sku_e,red,zone_d,alto
3448,3.4,0.74,341,23.2,47.0,23.8,12800,air,51,52,355,60,71,1538,4,inference,128,1,1519,3028047,3.35,success,10.2,full_gpu,4590,sku_d,blue,zone_a,baixo
3148,3.17,1.58,338,24.5,49.6,25.1,11093,hybrid,57,54,257,38,67,1253,4,inference,64,1,2634,2459828,1.63,success,11.2,full_gpu,4209,sku_a,blue,zone_a,moderado
5139,5.17,1.66,500,25.6,61.2,35.6,13135,liquid,55,64,480,43,82,1530,4,fine_tuning,256,12,6198,8416485,22.75,success,12.1,full_gpu,7383,sku_a,blue,zone_b,moderado
1615,1.61,0.61,113,21.6,34.1,12.5,7006,air,46,45,114,64,56,1356,1,inference,16,1,127,685544,2.19,success,5.0,temporal_sharing,2049,sku_e,yellow,zone_c,baixo
1488,1.48,0.46,219,21.3,30.9,9.6,4285,hybrid,37,64,135,53,55,1427,2,inference,256,1,621,250301,1.65,success,5.6,full_gpu,1722,sku_e,red,zone_d,baixo
6680,6.75,2.05,565,25.5,58.5,33.0,14500,liquid,38,54,455,35,80,1340,8,fine_tuning,384,22,7000,9000000,50.0,failed,64.0,full_gpu,8500,sku_e,white,zone_d,alto
2156,2.17,0.98,331,21.6,50.1,28.5,8052,hybrid,45,59,265,52,63,1399,1,inference,128,1,4045,620275,5.31,success,5.7,mig,2589,sku_a,yellow,zone_d,moderado
8920,8.88,1.55,400,27.5,65.0,37.5,14400,hybrid,47,62,545,41,86,1450,16,training,512,90,32000,52000000,118.0,aborted,88.0,full_gpu,11200,sku_b,yellow,zone_a,alto
8306,8.3,1.28,340,22.0,47.6,25.6,14018,immersion,68,79,535,65,88,1785,16,training,256,43,33858,55585304,93.33,success,26.4,full_gpu,10188,sku_e,white,zone_b,moderado
9641,9.61,2.15,492,27.0,61.4,34.4,16402,liquid,63,83,541,66,85,1782,16,training,768,31,37858,76297428,80.45,success,32.7,full_gpu,12000,sku_d,red,zone_d,moderado
8297,8.23,0.57,334,24.1,51.3,27.2,8976,liquid,68,72,516,86,84,1884,16,training,512,47,20266,74992319,94.97,success,20.8,full_gpu,10989,sku_a,blue,zone_c,baixo
9409,9.46,1.55,430,27.0,64.0,37.0,17650,air,36,58,540,27,86,1510,16,idle,8,1,120,58000,6.4,running,98.0,full_gpu,11800,sku_c,blue,zone_d,alto
8828,8.82,1.57,583,25.0,54.7,29.7,16844,hybrid,62,78,554,70,90,1894,16,training,512,84,29440,18631963,59.27,success,29.0,full_gpu,12000,sku_b,green,zone_b,moderado
696,0.7,0.58,95,19.4,27.8,8.4,3512,air,5,14,59,2,33,845,1,idle,2,1,58,25431,0.76,success,5.0,mig,806,sku_e,yellow,zone_a,baixo
5005,4.96,0.95,201,23.5,44.9,21.4,8313,air,75,82,279,71,72,1530,4,fine_tuning,384,32,8239,10654573,16.35,running,13.8,full_gpu,6810,sku_e,green,zone_a,moderado
9211,9.17,1.42,472,23.5,55.2,31.7,14721,hybrid,81,78,522,64,85,1763,16,training,768,61,57289,55726817,44.41,success,24.2,full_gpu,12000,sku_b,green,zone_b,moderado
7480,7.55,2.05,560,26.0,60.5,34.5,14900,liquid,41,58,485,37,82,1370,8,fine_tuning,384,26,7800,9700000,55.0,success,74.0,mig,9600,sku_c,red,zone_d,alto
789,0.78,0.64,237,21.0,29.3,8.3,2177,air,8,32,72,14,36,925,1,idle,1,1,23,16863,0.54,success,5.0,none,1083,sku_b,white,zone_d,baixo
3943,3.96,1.74,524,25.8,57.7,31.9,15180,air,39,68,383,50,73,1500,4,inference,64,1,2636,1695921,0.75,success,15.6,temporal_sharing,6418,sku_c,green,zone_c,moderado
5186,5.15,1.01,190,22.6,43.9,21.3,9786,hybrid,59,56,443,50,77,1468,8,inference,512,1,3170,2326811,3.03,success,15.9,full_gpu,5775,sku_e,blue,zone_a,moderado
9554,9.56,2.16,545,27.0,61.1,34.1,16285,hybrid,60,88,481,59,81,1782,16,training,256,113,44028,86107856,99.1,success,31.0,full_gpu,12000,sku_a,white,zone_d,moderado
11180,11.23,2.7,750,30.0,72.0,42.0,20600,air,53,68,640,46,93,1620,16,training,1024,120,48000,74000000,140.0,failed,116.0,temporal_sharing,12000,sku_d,white,zone_a,alto
3109,3.14,0.98,331,22.2,46.6,24.4,10742,air,63,52,323,52,71,1572,4,inference,512,1,3501,974133,1.37,success,11.9,full_gpu,3926,sku_b,red,zone_c,baixo
4472,4.54,0.8,360,23.7,46.3,22.6,11733,hybrid,50,61,325,58,73,1387,4,inference,128,1,2291,4899009,3.38,success,10.8,full_gpu,5986,sku_b,blue,zone_d,baixo
4031,4.1,0.89,274,22.7,47.8,25.1,11074,air,57,80,483,72,79,1632,4,fine_tuning,384,8,5979,14205967,5.52,success,9.0,full_gpu,4830,sku_e,white,zone_a,moderado
3162,3.18,1.01,515,24.9,49.1,24.2,11157,liquid,56,50,233,55,65,1403,4,inference,256,1,4379,1660106,2.26,success,9.8,temporal_sharing,3767,sku_b,white,zone_d,moderado
